Year,Units,Anzeigen,Geschlecht,Region,GeoCode,Value
2007,Je 100 000 Einwohner,Zeitreihe,Frauen,Schleswig-Holstein,code01,163
2008,Je 100 000 Einwohner,Zeitreihe,Frauen,Schleswig-Holstein,code01,170
2009,Je 100 000 Einwohner,Zeitreihe,Frauen,Schleswig-Holstein,code01,170
2010,Je 100 000 Einwohner,Zeitreihe,Frauen,Schleswig-Holstein,code01,171
2011,Je 100 000 Einwohner,Zeitreihe,Frauen,Schleswig-Holstein,code01,169
2012,Je 100 000 Einwohner,Zeitreihe,Frauen,Schleswig-Holstein,code01,174
2013,Je 100 000 Einwohner,Zeitreihe,Frauen,Schleswig-Holstein,code01,163
2014,Je 100 000 Einwohner,Zeitreihe,Frauen,Schleswig-Holstein,code01,165
2015,Je 100 000 Einwohner,Zeitreihe,Frauen,Schleswig-Holstein,code01,161
2016,Je 100 000 Einwohner,Zeitreihe,Frauen,Schleswig-Holstein,code01,164
2017,Je 100 000 Einwohner,Zeitreihe,Frauen,Schleswig-Holstein,code01,166
2018,Je 100 000 Einwohner,Zeitreihe,Frauen,Schleswig-Holstein,code01,167
1998,Je 100 000 Einwohner,Zeitreihe,Frauen,Thüringen,code16,204
1999,Je 100 000 Einwohner,Zeitreihe,Frauen,Thüringen,code16,191
2000,Je 100 000 Einwohner,Zeitreihe,Frauen,Thüringen,code16,180
2001,Je 100 000 Einwohner,Zeitreihe,Frauen,Thüringen,code16,176
2002,Je 100 000 Einwohner,Zeitreihe,Frauen,Thüringen,code16,176
2003,Je 100 000 Einwohner,Zeitreihe,Frauen,Thüringen,code16,171
2004,Je 100 000 Einwohner,Zeitreihe,Frauen,Thüringen,code16,166
2005,Je 100 000 Einwohner,Zeitreihe,Frauen,Thüringen,code16,153
2006,Je 100 000 Einwohner,Zeitreihe,Frauen,Thüringen,code16,153
2007,Je 100 000 Einwohner,Zeitreihe,Frauen,Thüringen,code16,152
2008,Je 100 000 Einwohner,Zeitreihe,Frauen,Thüringen,code16,149
2009,Je 100 000 Einwohner,Zeitreihe,Frauen,Thüringen,code16,152
2010,Je 100 000 Einwohner,Zeitreihe,Frauen,Thüringen,code16,152
2011,Je 100 000 Einwohner,Zeitreihe,Frauen,Thüringen,code16,149
2012,Je 100 000 Einwohner,Zeitreihe,Frauen,Thüringen,code16,142
2013,Je 100 000 Einwohner,Zeitreihe,Frauen,Thüringen,code16,137
2014,Je 100 000 Einwohner,Zeitreihe,Frauen,Thüringen,code16,143
2015,Je 100 000 Einwohner,Zeitreihe,Frauen,Thüringen,code16,146
2016,Je 100 000 Einwohner,Zeitreihe,Frauen,Thüringen,code16,149
2017,Je 100 000 Einwohner,Zeitreihe,Frauen,Thüringen,code16,150
2018,Je 100 000 Einwohner,Zeitreihe,Frauen,Thüringen,code16,151
1991,Je 100 000 Einwohner,Zeitreihe,Männer,Deutschland,,492
1992,Je 100 000 Einwohner,Zeitreihe,Männer,Deutschland,,476
1993,Je 100 000 Einwohner,Zeitreihe,Männer,Deutschland,,472
1994,Je 100 000 Einwohner,Zeitreihe,Männer,Deutschland,,461
1995,Je 100 000 Einwohner,Zeitreihe,Männer,Deutschland,,451
1996,Je 100 000 Einwohner,Zeitreihe,Männer,Deutschland,,439
1997,Je 100 000 Einwohner,Zeitreihe,Männer,Deutschland,,422
1998,Je 100 000 Einwohner,Zeitreihe,Männer,Deutschland,,404
1999,Je 100 000 Einwohner,Zeitreihe,Männer,Deutschland,,392
2000,Je 100 000 Einwohner,Zeitreihe,Männer,Deutschland,,382
2001,Je 100 000 Einwohner,Zeitreihe,Männer,Deutschland,,367
2002,Je 100 000 Einwohner,Zeitreihe,Männer,Deutschland,,360
2003,Je 100 000 Einwohner,Zeitreihe,Männer,Deutschland,,356
2004,Je 100 000 Einwohner,Zeitreihe,Männer,Deutschland,,337
2005,Je 100 000 Einwohner,Zeitreihe,Männer,Deutschland,,329
2006,Je 100 000 Einwohner,Zeitreihe,Männer,Deutschland,,318
2007,Je 100 000 Einwohner,Zeitreihe,Männer,Deutschland,,313
2008,Je 100 000 Einwohner,Zeitreihe,Männer,Deutschland,,308
2009,Je 100 000 Einwohner,Zeitreihe,Männer,Deutschland,,305
2010,Je 100 000 Einwohner,Zeitreihe,Männer,Deutschland,,301
2011,Je 100 000 Einwohner,Zeitreihe,Männer,Deutschland,,299
2012,Je 100 000 Einwohner,Zeitreihe,Männer,Deutschland,,292
2013,Je 100 000 Einwohner,Zeitreihe,Männer,Deutschland,,292
2014,Je 100 000 Einwohner,Zeitreihe,Männer,Deutschland,,281
2015,Je 100 000 Einwohner,Zeitreihe,Männer,Deutschland,,288
2016,Je 100 000 Einwohner,Zeitreihe,Männer,Deutschland,,284
2017,Je 100 000 Einwohner,Zeitreihe,Männer,Deutschland,,276
2018,Je 100 000 Einwohner,Zeitreihe,Männer,Deutschland,,279
2030,Je 100 000 Einwohner,Ziel,Männer,Deutschland,,190
1998,Je 100 000 Einwohner,Zeitreihe,Männer,Baden-Württemberg,code08,355
1999,Je 100 000 Einwohner,Zeitreihe,Männer,Baden-Württemberg,code08,342
2000,Je 100 000 Einwohner,Zeitreihe,Männer,Baden-Württemberg,code08,329
2001,Je 100 000 Einwohner,Zeitreihe,Männer,Baden-Württemberg,code08,318
2002,Je 100 000 Einwohner,Zeitreihe,Männer,Baden-Württemberg,code08,305
2003,Je 100 000 Einwohner,Zeitreihe,Männer,Baden-Württemberg,code08,299
2004,Je 100 000 Einwohner,Zeitreihe,Männer,Baden-Württemberg,code08,284
2005,Je 100 000 Einwohner,Zeitreihe,Männer,Baden-Württemberg,code08,277
2006,Je 100 000 Einwohner,Zeitreihe,Männer,Baden-Württemberg,code08,267
2007,Je 100 000 Einwohner,Zeitreihe,Männer,Baden-Württemberg,code08,263
2008,Je 100 000 Einwohner,Zeitreihe,Männer,Baden-Württemberg,code08,256
2009,Je 100 000 Einwohner,Zeitreihe,Männer,Baden-Württemberg,code08,258
2010,Je 100 000 Einwohner,Zeitreihe,Männer,Baden-Württemberg,code08,253
2011,Je 100 000 Einwohner,Zeitreihe,Männer,Baden-Württemberg,code08,251
2012,Je 100 000 Einwohner,Zeitreihe,Männer,Baden-Württemberg,code08,245
2013,Je 100 000 Einwohner,Zeitreihe,Männer,Baden-Württemberg,code08,243
2014,Je 100 000 Einwohner,Zeitreihe,Männer,Baden-Württemberg,code08,235
2015,Je 100 000 Einwohner,Zeitreihe,Männer,Baden-Württemberg,code08,239
2016,Je 100 000 Einwohner,Zeitreihe,Männer,Baden-Württemberg,code08,245
2017,Je 100 000 Einwohner,Zeitreihe,Männer,Baden-Württemberg,code08,232
2018,Je 100 000 Einwohner,Zeitreihe,Männer,Baden-Württemberg,code08,233
1998,Je 100 000 Einwohner,Zeitreihe,Männer,Bayern,code09,381
1999,Je 100 000 Einwohner,Zeitreihe,Männer,Bayern,code09,369
2000,Je 100 000 Einwohner,Zeitreihe,Männer,Bayern,code09,359
2001,Je 100 000 Einwohner,Zeitreihe,Männer,Bayern,code09,349
2002,Je 100 000 Einwohner,Zeitreihe,Männer,Bayern,code09,340
2003,Je 100 000 Einwohner,Zeitreihe,Männer,Bayern,code09,332
2004,Je 100 000 Einwohner,Zeitreihe,Männer,Bayern,code09,314
2005,Je 100 000 Einwohner,Zeitreihe,Männer,Bayern,code09,305
2006,Je 100 000 Einwohner,Zeitreihe,Männer,Bayern,code09,301
2007,Je 100 000 Einwohner,Zeitreihe,Männer,Bayern,code09,292
2008,Je 100 000 Einwohner,Zeitreihe,Männer,Bayern,code09,285
2009,Je 100 000 Einwohner,Zeitreihe,Männer,Bayern,code09,282
2010,Je 100 000 Einwohner,Zeitreihe,Männer,Bayern,code09,278
2011,Je 100 000 Einwohner,Zeitreihe,Männer,Bayern,code09,275
2012,Je 100 000 Einwohner,Zeitreihe,Männer,Bayern,code09,267
2013,Je 100 000 Einwohner,Zeitreihe,Männer,Bayern,code09,262
2014,Je 100 000 Einwohner,Zeitreihe,Männer,Bayern,code09,250
2015,Je 100 000 Einwohner,Zeitreihe,Männer,Bayern,code09,259
2016,Je 100 000 Einwohner,Zeitreihe,Männer,Bayern,code09,247
2017,Je 100 000 Einwohner,Zeitreihe,Männer,Bayern,code09,245
2018,Je 100 000 Einwohner,Zeitreihe,Männer,Bayern,code09,243
1998,Je 100 000 Einwohner,Zeitreihe,Männer,Berlin,code11,421
1999,Je 100 000 Einwohner,Zeitreihe,Männer,Berlin,code11,430
2000,Je 100 000 Einwohner,Zeitreihe,Männer,Berlin,code11,406
2001,Je 100 000 Einwohner,Zeitreihe,Männer,Berlin,code11,388
2002,Je 100 000 Einwohner,Zeitreihe,Männer,Berlin,code11,384
2003,Je 100 000 Einwohner,Zeitreihe,Männer,Berlin,code11,377
2004,Je 100 000 Einwohner,Zeitreihe,Männer,Berlin,code11,358
2005,Je 100 000 Einwohner,Zeitreihe,Männer,Berlin,code11,357
2006,Je 100 000 Einwohner,Zeitreihe,Männer,Berlin,code11,348
2007,Je 100 000 Einwohner,Zeitreihe,Männer,Berlin,code11,331
2008,Je 100 000 Einwohner,Zeitreihe,Männer,Berlin,code11,336
2009,Je 100 000 Einwohner,Zeitreihe,Männer,Berlin,code11,320
2010,Je 100 000 Einwohner,Zeitreihe,Männer,Berlin,code11,321
2011,Je 100 000 Einwohner,Zeitreihe,Männer,Berlin,code11,337
2012,Je 100 000 Einwohner,Zeitreihe,Männer,Berlin,code11,319
2013,Je 100 000 Einwohner,Zeitreihe,Männer,Berlin,code11,327
2014,Je 100 000 Einwohner,Zeitreihe,Männer,Berlin,code11,322
2015,Je 100 000 Einwohner,Zeitreihe,Männer,Berlin,code11,320
2016,Je 100 000 Einwohner,Zeitreihe,Männer,Berlin,code11,309
2017,Je 100 000 Einwohner,Zeitreihe,Männer,Berlin,code11,296
2018,Je 100 000 Einwohner,Zeitreihe,Männer,Berlin,code11,297
1998,Je 100 000 Einwohner,Zeitreihe,Männer,Brandenburg,code12,480
1999,Je 100 000 Einwohner,Zeitreihe,Männer,Brandenburg,code12,461
2000,Je 100 000 Einwohner,Zeitreihe,Männer,Brandenburg,code12,441
2001,Je 100 000 Einwohner,Zeitreihe,Männer,Brandenburg,code12,423
2002,Je 100 000 Einwohner,Zeitreihe,Männer,Brandenburg,code12,408
2003,Je 100 000 Einwohner,Zeitreihe,Männer,Brandenburg,code12,408
2004,Je 100 000 Einwohner,Zeitreihe,Männer,Brandenburg,code12,390
2005,Je 100 000 Einwohner,Zeitreihe,Männer,Brandenburg,code12,366
2006,Je 100 000 Einwohner,Zeitreihe,Männer,Brandenburg,code12,360
2007,Je 100 000 Einwohner,Zeitreihe,Männer,Brandenburg,code12,355
2008,Je 100 000 Einwohner,Zeitreihe,Männer,Brandenburg,code12,345
2009,Je 100 000 Einwohner,Zeitreihe,Männer,Brandenburg,code12,331
2010,Je 100 000 Einwohner,Zeitreihe,Männer,Brandenburg,code12,328
2011,Je 100 000 Einwohner,Zeitreihe,Männer,Brandenburg,code12,323
2012,Je 100 000 Einwohner,Zeitreihe,Männer,Brandenburg,code12,326
2013,Je 100 000 Einwohner,Zeitreihe,Männer,Brandenburg,code12,336
2014,Je 100 000 Einwohner,Zeitreihe,Männer,Brandenburg,code12,311
2015,Je 100 000 Einwohner,Zeitreihe,Männer,Brandenburg,code12,328
2016,Je 100 000 Einwohner,Zeitreihe,Männer,Brandenburg,code12,320
2017,Je 100 000 Einwohner,Zeitreihe,Männer,Brandenburg,code12,320
2018,Je 100 000 Einwohner,Zeitreihe,Männer,Brandenburg,code12,314
1998,Je 100 000 Einwohner,Zeitreihe,Männer,Bremen,code04,465
1999,Je 100 000 Einwohner,Zeitreihe,Männer,Bremen,code04,437
2000,Je 100 000 Einwohner,Zeitreihe,Männer,Bremen,code04,441
2001,Je 100 000 Einwohner,Zeitreihe,Männer,Bremen,code04,421
2002,Je 100 000 Einwohner,Zeitreihe,Männer,Bremen,code04,429
2003,Je 100 000 Einwohner,Zeitreihe,Männer,Bremen,code04,441
2004,Je 100 000 Einwohner,Zeitreihe,Männer,Bremen,code04,402
2005,Je 100 000 Einwohner,Zeitreihe,Männer,Bremen,code04,393
2006,Je 100 000 Einwohner,Zeitreihe,Männer,Bremen,code04,370
2007,Je 100 000 Einwohner,Zeitreihe,Männer,Bremen,code04,376
2008,Je 100 000 Einwohner,Zeitreihe,Männer,Bremen,code04,363
2009,Je 100 000 Einwohner,Zeitreihe,Männer,Bremen,code04,366
2010,Je 100 000 Einwohner,Zeitreihe,Männer,Bremen,code04,357
2011,Je 100 000 Einwohner,Zeitreihe,Männer,Bremen,code04,338
2012,Je 100 000 Einwohner,Zeitreihe,Männer,Bremen,code04,347
2013,Je 100 000 Einwohner,Zeitreihe,Männer,Bremen,code04,366
2014,Je 100 000 Einwohner,Zeitreihe,Männer,Bremen,code04,336
2015,Je 100 000 Einwohner,Zeitreihe,Männer,Bremen,code04,345
2016,Je 100 000 Einwohner,Zeitreihe,Männer,Bremen,code04,326
2017,Je 100 000 Einwohner,Zeitreihe,Männer,Bremen,code04,326
2018,Je 100 000 Einwohner,Zeitreihe,Männer,Bremen,code04,347
1998,Je 100 000 Einwohner,Zeitreihe,Männer,Hamburg,code02,417
1999,Je 100 000 Einwohner,Zeitreihe,Männer,Hamburg,code02,405
2000,Je 100 000 Einwohner,Zeitreihe,Männer,Hamburg,code02,396
2001,Je 100 000 Einwohner,Zeitreihe,Männer,Hamburg,code02,381
2002,Je 100 000 Einwohner,Zeitreihe,Männer,Hamburg,code02,372
2003,Je 100 000 Einwohner,Zeitreihe,Männer,Hamburg,code02,364
2004,Je 100 000 Einwohner,Zeitreihe,Männer,Hamburg,code02,353
2005,Je 100 000 Einwohner,Zeitreihe,Männer,Hamburg,code02,340
2006,Je 100 000 Einwohner,Zeitreihe,Männer,Hamburg,code02,326
2007,Je 100 000 Einwohner,Zeitreihe,Männer,Hamburg,code02,317
2008,Je 100 000 Einwohner,Zeitreihe,Männer,Hamburg,code02,313
2009,Je 100 000 Einwohner,Zeitreihe,Männer,Hamburg,code02,306
2010,Je 100 000 Einwohner,Zeitreihe,Männer,Hamburg,code02,317
2011,Je 100 000 Einwohner,Zeitreihe,Männer,Hamburg,code02,327
2012,Je 100 000 Einwohner,Zeitreihe,Männer,Hamburg,code02,305
2013,Je 100 000 Einwohner,Zeitreihe,Männer,Hamburg,code02,303
2014,Je 100 000 Einwohner,Zeitreihe,Männer,Hamburg,code02,301
2015,Je 100 000 Einwohner,Zeitreihe,Männer,Hamburg,code02,293
2016,Je 100 000 Einwohner,Zeitreihe,Männer,Hamburg,code02,298
2017,Je 100 000 Einwohner,Zeitreihe,Männer,Hamburg,code02,292
2018,Je 100 000 Einwohner,Zeitreihe,Männer,Hamburg,code02,284
1998,Je 100 000 Einwohner,Zeitreihe,Männer,Hessen,code06,372
1999,Je 100 000 Einwohner,Zeitreihe,Männer,Hessen,code06,362
2000,Je 100 000 Einwohner,Zeitreihe,Männer,Hessen,code06,350
2001,Je 100 000 Einwohner,Zeitreihe,Männer,Hessen,code06,333
2002,Je 100 000 Einwohner,Zeitreihe,Männer,Hessen,code06,331
2003,Je 100 000 Einwohner,Zeitreihe,Männer,Hessen,code06,336
2004,Je 100 000 Einwohner,Zeitreihe,Männer,Hessen,code06,311
2005,Je 100 000 Einwohner,Zeitreihe,Männer,Hessen,code06,304
2006,Je 100 000 Einwohner,Zeitreihe,Männer,Hessen,code06,287
2007,Je 100 000 Einwohner,Zeitreihe,Männer,Hessen,code06,291
2008,Je 100 000 Einwohner,Zeitreihe,Männer,Hessen,code06,290
2009,Je 100 000 Einwohner,Zeitreihe,Männer,Hessen,code06,282
2010,Je 100 000 Einwohner,Zeitreihe,Männer,Hessen,code06,274
2011,Je 100 000 Einwohner,Zeitreihe,Männer,Hessen,code06,275
2012,Je 100 000 Einwohner,Zeitreihe,Männer,Hessen,code06,267
2013,Je 100 000 Einwohner,Zeitreihe,Männer,Hessen,code06,266
2014,Je 100 000 Einwohner,Zeitreihe,Männer,Hessen,code06,255
2015,Je 100 000 Einwohner,Zeitreihe,Männer,Hessen,code06,266
2016,Je 100 000 Einwohner,Zeitreihe,Männer,Hessen,code06,253
2017,Je 100 000 Einwohner,Zeitreihe,Männer,Hessen,code06,253
2018,Je 100 000 Einwohner,Zeitreihe,Männer,Hessen,code06,254
1998,Je 100 000 Einwohner,Zeitreihe,Männer,Mecklenburg-Vorpommern,code13,525
1999,Je 100 000 Einwohner,Zeitreihe,Männer,Mecklenburg-Vorpommern,code13,509
2000,Je 100 000 Einwohner,Zeitreihe,Männer,Mecklenburg-Vorpommern,code13,488
2001,Je 100 000 Einwohner,Zeitreihe,Männer,Mecklenburg-Vorpommern,code13,475
2002,Je 100 000 Einwohner,Zeitreihe,Männer,Mecklenburg-Vorpommern,code13,456
2003,Je 100 000 Einwohner,Zeitreihe,Männer,Mecklenburg-Vorpommern,code13,457
2004,Je 100 000 Einwohner,Zeitreihe,Männer,Mecklenburg-Vorpommern,code13,428
2005,Je 100 000 Einwohner,Zeitreihe,Männer,Mecklenburg-Vorpommern,code13,405
2006,Je 100 000 Einwohner,Zeitreihe,Männer,Mecklenburg-Vorpommern,code13,389
2007,Je 100 000 Einwohner,Zeitreihe,Männer,Mecklenburg-Vorpommern,code13,387
2008,Je 100 000 Einwohner,Zeitreihe,Männer,Mecklenburg-Vorpommern,code13,383
2009,Je 100 000 Einwohner,Zeitreihe,Männer,Mecklenburg-Vorpommern,code13,378
2010,Je 100 000 Einwohner,Zeitreihe,Männer,Mecklenburg-Vorpommern,code13,378
2011,Je 100 000 Einwohner,Zeitreihe,Männer,Mecklenburg-Vorpommern,code13,384
2012,Je 100 000 Einwohner,Zeitreihe,Männer,Mecklenburg-Vorpommern,code13,375
2013,Je 100 000 Einwohner,Zeitreihe,Männer,Mecklenburg-Vorpommern,code13,362
2014,Je 100 000 Einwohner,Zeitreihe,Männer,Mecklenburg-Vorpommern,code13,358
2015,Je 100 000 Einwohner,Zeitreihe,Männer,Mecklenburg-Vorpommern,code13,365
2016,Je 100 000 Einwohner,Zeitreihe,Männer,Mecklenburg-Vorpommern,code13,360
2017,Je 100 000 Einwohner,Zeitreihe,Männer,Mecklenburg-Vorpommern,code13,353
2018,Je 100 000 Einwohner,Zeitreihe,Männer,Mecklenburg-Vorpommern,code13,368
1998,Je 100 000 Einwohner,Zeitreihe,Männer,Niedersachsen,code03,399
1999,Je 100 000 Einwohner,Zeitreihe,Männer,Niedersachsen,code03,387
2000,Je 100 000 Einwohner,Zeitreihe,Männer,Niedersachsen,code03,382
2001,Je 100 000 Einwohner,Zeitreihe,Männer,Niedersachsen,code03,365
2002,Je 100 000 Einwohner,Zeitreihe,Männer,Niedersachsen,code03,365
2003,Je 100 000 Einwohner,Zeitreihe,Männer,Niedersachsen,code03,359
2004,Je 100 000 Einwohner,Zeitreihe,Männer,Niedersachsen,code03,341
2005,Je 100 000 Einwohner,Zeitreihe,Männer,Niedersachsen,code03,333
2006,Je 100 000 Einwohner,Zeitreihe,Männer,Niedersachsen,code03,324
2007,Je 100 000 Einwohner,Zeitreihe,Männer,Niedersachsen,code03,318
2008,Je 100 000 Einwohner,Zeitreihe,Männer,Niedersachsen,code03,311
2009,Je 100 000 Einwohner,Zeitreihe,Männer,Niedersachsen,code03,313
2010,Je 100 000 Einwohner,Zeitreihe,Männer,Niedersachsen,code03,300
2011,Je 100 000 Einwohner,Zeitreihe,Männer,Niedersachsen,code03,304
2012,Je 100 000 Einwohner,Zeitreihe,Männer,Niedersachsen,code03,298
2013,Je 100 000 Einwohner,Zeitreihe,Männer,Niedersachsen,code03,298
2014,Je 100 000 Einwohner,Zeitreihe,Männer,Niedersachsen,code03,292
2015,Je 100 000 Einwohner,Zeitreihe,Männer,Niedersachsen,code03,294
2016,Je 100 000 Einwohner,Zeitreihe,Männer,Niedersachsen,code03,294
2017,Je 100 000 Einwohner,Zeitreihe,Männer,Niedersachsen,code03,282
2018,Je 100 000 Einwohner,Zeitreihe,Männer,Niedersachsen,code03,292
1998,Je 100 000 Einwohner,Zeitreihe,Männer,Nordrhein-Westfalen,code05,404
1999,Je 100 000 Einwohner,Zeitreihe,Männer,Nordrhein-Westfalen,code05,390
2000,Je 100 000 Einwohner,Zeitreihe,Männer,Nordrhein-Westfalen,code05,382
2001,Je 100 000 Einwohner,Zeitreihe,Männer,Nordrhein-Westfalen,code05,367
2002,Je 100 000 Einwohner,Zeitreihe,Männer,Nordrhein-Westfalen,code05,362
2003,Je 100 000 Einwohner,Zeitreihe,Männer,Nordrhein-Westfalen,code05,361
2004,Je 100 000 Einwohner,Zeitreihe,Männer,Nordrhein-Westfalen,code05,342
2005,Je 100 000 Einwohner,Zeitreihe,Männer,Nordrhein-Westfalen,code05,338
2006,Je 100 000 Einwohner,Zeitreihe,Männer,Nordrhein-Westfalen,code05,323
2007,Je 100 000 Einwohner,Zeitreihe,Männer,Nordrhein-Westfalen,code05,321
2008,Je 100 000 Einwohner,Zeitreihe,Männer,Nordrhein-Westfalen,code05,314
2009,Je 100 000 Einwohner,Zeitreihe,Männer,Nordrhein-Westfalen,code05,311
2010,Je 100 000 Einwohner,Zeitreihe,Männer,Nordrhein-Westfalen,code05,312
2011,Je 100 000 Einwohner,Zeitreihe,Männer,Nordrhein-Westfalen,code05,305
2012,Je 100 000 Einwohner,Zeitreihe,Männer,Nordrhein-Westfalen,code05,300
2013,Je 100 000 Einwohner,Zeitreihe,Männer,Nordrhein-Westfalen,code05,298
2014,Je 100 000 Einwohner,Zeitreihe,Männer,Nordrhein-Westfalen,code05,288
2015,Je 100 000 Einwohner,Zeitreihe,Männer,Nordrhein-Westfalen,code05,293
2016,Je 100 000 Einwohner,Zeitreihe,Männer,Nordrhein-Westfalen,code05,293
2017,Je 100 000 Einwohner,Zeitreihe,Männer,Nordrhein-Westfalen,code05,281
2018,Je 100 000 Einwohner,Zeitreihe,Männer,Nordrhein-Westfalen,code05,286
1998,Je 100 000 Einwohner,Zeitreihe,Männer,Rheinland-Pfalz,code07,394
1999,Je 100 000 Einwohner,Zeitreihe,Männer,Rheinland-Pfalz,code07,375
2000,Je 100 000 Einwohner,Zeitreihe,Männer,Rheinland-Pfalz,code07,374
2001,Je 100 000 Einwohner,Zeitreihe,Männer,Rheinland-Pfalz,code07,360
2002,Je 100 000 Einwohner,Zeitreihe,Männer,Rheinland-Pfalz,code07,350
2003,Je 100 000 Einwohner,Zeitreihe,Männer,Rheinland-Pfalz,code07,346
2004,Je 100 000 Einwohner,Zeitreihe,Männer,Rheinland-Pfalz,code07,328
2005,Je 100 000 Einwohner,Zeitreihe,Männer,Rheinland-Pfalz,code07,327
2006,Je 100 000 Einwohner,Zeitreihe,Männer,Rheinland-Pfalz,code07,305
2007,Je 100 000 Einwohner,Zeitreihe,Männer,Rheinland-Pfalz,code07,302
2008,Je 100 000 Einwohner,Zeitreihe,Männer,Rheinland-Pfalz,code07,300
2009,Je 100 000 Einwohner,Zeitreihe,Männer,Rheinland-Pfalz,code07,299
2010,Je 100 000 Einwohner,Zeitreihe,Männer,Rheinland-Pfalz,code07,293
2011,Je 100 000 Einwohner,Zeitreihe,Männer,Rheinland-Pfalz,code07,286
2012,Je 100 000 Einwohner,Zeitreihe,Männer,Rheinland-Pfalz,code07,279
2013,Je 100 000 Einwohner,Zeitreihe,Männer,Rheinland-Pfalz,code07,278
2014,Je 100 000 Einwohner,Zeitreihe,Männer,Rheinland-Pfalz,code07,267
2015,Je 100 000 Einwohner,Zeitreihe,Männer,Rheinland-Pfalz,code07,273
2016,Je 100 000 Einwohner,Zeitreihe,Männer,Rheinland-Pfalz,code07,263
2017,Je 100 000 Einwohner,Zeitreihe,Männer,Rheinland-Pfalz,code07,264
2018,Je 100 000 Einwohner,Zeitreihe,Männer,Rheinland-Pfalz,code07,272
1998,Je 100 000 Einwohner,Zeitreihe,Männer,Saarland,code10,429
1999,Je 100 000 Einwohner,Zeitreihe,Männer,Saarland,code10,443
2000,Je 100 000 Einwohner,Zeitreihe,Männer,Saarland,code10,421
2001,Je 100 000 Einwohner,Zeitreihe,Männer,Saarland,code10,417
2002,Je 100 000 Einwohner,Zeitreihe,Männer,Saarland,code10,396
2003,Je 100 000 Einwohner,Zeitreihe,Männer,Saarland,code10,413
2004,Je 100 000 Einwohner,Zeitreihe,Männer,Saarland,code10,379
2005,Je 100 000 Einwohner,Zeitreihe,Männer,Saarland,code10,377
2006,Je 100 000 Einwohner,Zeitreihe,Männer,Saarland,code10,366
2007,Je 100 000 Einwohner,Zeitreihe,Männer,Saarland,code10,350
2008,Je 100 000 Einwohner,Zeitreihe,Männer,Saarland,code10,363
2009,Je 100 000 Einwohner,Zeitreihe,Männer,Saarland,code10,345
2010,Je 100 000 Einwohner,Zeitreihe,Männer,Saarland,code10,340
2011,Je 100 000 Einwohner,Zeitreihe,Männer,Saarland,code10,331
2012,Je 100 000 Einwohner,Zeitreihe,Männer,Saarland,code10,317
2013,Je 100 000 Einwohner,Zeitreihe,Männer,Saarland,code10,335
2014,Je 100 000 Einwohner,Zeitreihe,Männer,Saarland,code10,306
2015,Je 100 000 Einwohner,Zeitreihe,Männer,Saarland,code10,320
2016,Je 100 000 Einwohner,Zeitreihe,Männer,Saarland,code10,299
2017,Je 100 000 Einwohner,Zeitreihe,Männer,Saarland,code10,307
2018,Je 100 000 Einwohner,Zeitreihe,Männer,Saarland,code10,320
1998,Je 100 000 Einwohner,Zeitreihe,Männer,Sachsen,code14,428
1999,Je 100 000 Einwohner,Zeitreihe,Männer,Sachsen,code14,416
2000,Je 100 000 Einwohner,Zeitreihe,Männer,Sachsen,code14,413
2001,Je 100 000 Einwohner,Zeitreihe,Männer,Sachsen,code14,386
2002,Je 100 000 Einwohner,Zeitreihe,Männer,Sachsen,code14,387
2003,Je 100 000 Einwohner,Zeitreihe,Männer,Sachsen,code14,376
2004,Je 100 000 Einwohner,Zeitreihe,Männer,Sachsen,code14,358
2005,Je 100 000 Einwohner,Zeitreihe,Männer,Sachsen,code14,351
2006,Je 100 000 Einwohner,Zeitreihe,Männer,Sachsen,code14,347
2007,Je 100 000 Einwohner,Zeitreihe,Männer,Sachsen,code14,335
2008,Je 100 000 Einwohner,Zeitreihe,Männer,Sachsen,code14,330
2009,Je 100 000 Einwohner,Zeitreihe,Männer,Sachsen,code14,330
2010,Je 100 000 Einwohner,Zeitreihe,Männer,Sachsen,code14,328
2011,Je 100 000 Einwohner,Zeitreihe,Männer,Sachsen,code14,327
2012,Je 100 000 Einwohner,Zeitreihe,Männer,Sachsen,code14,322
2013,Je 100 000 Einwohner,Zeitreihe,Männer,Sachsen,code14,335
2014,Je 100 000 Einwohner,Zeitreihe,Männer,Sachsen,code14,321
2015,Je 100 000 Einwohner,Zeitreihe,Männer,Sachsen,code14,331
2016,Je 100 000 Einwohner,Zeitreihe,Männer,Sachsen,code14,324
2017,Je 100 000 Einwohner,Zeitreihe,Männer,Sachsen,code14,315
2018,Je 100 000 Einwohner,Zeitreihe,Männer,Sachsen,code14,318
1998,Je 100 000 Einwohner,Zeitreihe,Männer,Sachsen-Anhalt,code15,502
1999,Je 100 000 Einwohner,Zeitreihe,Männer,Sachsen-Anhalt,code15,472
2000,Je 100 000 Einwohner,Zeitreihe,Männer,Sachsen-Anhalt,code15,473
2001,Je 100 000 Einwohner,Zeitreihe,Männer,Sachsen-Anhalt,code15,446
2002,Je 100 000 Einwohner,Zeitreihe,Männer,Sachsen-Anhalt,code15,451
2003,Je 100 000 Einwohner,Zeitreihe,Männer,Sachsen-Anhalt,code15,433
2004,Je 100 000 Einwohner,Zeitreihe,Männer,Sachsen-Anhalt,code15,418
2005,Je 100 000 Einwohner,Zeitreihe,Männer,Sachsen-Anhalt,code15,407
