Year,Value,Units,Series,GeoCode
2013,44.0,Anzahl,EMAS-Organisationen,
2014,51.0,Anzahl,EMAS-Organisationen,
2015,50.0,Anzahl,EMAS-Organisationen,
2016,51.0,Anzahl,EMAS-Organisationen,
2017,53.0,Anzahl,EMAS-Organisationen,
2018,48.0,Anzahl,EMAS-Organisationen,
2019,49.0,Anzahl,EMAS-Organisationen,
2020,49.0,Anzahl,EMAS-Organisationen,
2021,46.0,Anzahl,EMAS-Organisationen,
2005,53.0,Anzahl,EMAS-Organisationen,
2006,47.0,Anzahl,EMAS-Organisationen,
2007,46.0,Anzahl,EMAS-Organisationen,
2008,42.0,Anzahl,EMAS-Organisationen,
2009,40.0,Anzahl,EMAS-Organisationen,
2010,36.0,Anzahl,EMAS-Organisationen,
2011,35.0,Anzahl,EMAS-Organisationen,
2012,35.0,Anzahl,EMAS-Organisationen,
2013,33.0,Anzahl,EMAS-Organisationen,
2014,33.0,Anzahl,EMAS-Organisationen,
2015,32.0,Anzahl,EMAS-Organisationen,
2016,32.0,Anzahl,EMAS-Organisationen,
2017,33.0,Anzahl,EMAS-Organisationen,
2018,30.0,Anzahl,EMAS-Organisationen,
2019,29.0,Anzahl,EMAS-Organisationen,
2020,25.0,Anzahl,EMAS-Organisationen,
2021,23.0,Anzahl,EMAS-Organisationen,
2005,34.0,Anzahl,EMAS-Organisationen,
2006,34.0,Anzahl,EMAS-Organisationen,
2007,37.0,Anzahl,EMAS-Organisationen,
2008,38.0,Anzahl,EMAS-Organisationen,
2009,35.0,Anzahl,EMAS-Organisationen,
2010,35.0,Anzahl,EMAS-Organisationen,
2011,28.0,Anzahl,EMAS-Organisationen,
2012,28.0,Anzahl,EMAS-Organisationen,
2013,28.0,Anzahl,EMAS-Organisationen,
2014,24.0,Anzahl,EMAS-Organisationen,
2015,21.0,Anzahl,EMAS-Organisationen,
2016,21.0,Anzahl,EMAS-Organisationen,
2017,22.0,Anzahl,EMAS-Organisationen,
2018,22.0,Anzahl,EMAS-Organisationen,
2019,23.0,Anzahl,EMAS-Organisationen,
2020,21.0,Anzahl,EMAS-Organisationen,
2021,20.0,Anzahl,EMAS-Organisationen,
2005,72.0,Anzahl,EMAS-Organisationen,
2006,72.0,Anzahl,EMAS-Organisationen,
2007,66.0,Anzahl,EMAS-Organisationen,
2008,59.0,Anzahl,EMAS-Organisationen,
2009,50.0,Anzahl,EMAS-Organisationen,
2010,36.0,Anzahl,EMAS-Organisationen,
2011,34.0,Anzahl,EMAS-Organisationen,
2012,26.0,Anzahl,EMAS-Organisationen,
2013,26.0,Anzahl,EMAS-Organisationen,
2014,22.0,Anzahl,EMAS-Organisationen,
2015,17.0,Anzahl,EMAS-Organisationen,
2016,18.0,Anzahl,EMAS-Organisationen,
2017,18.0,Anzahl,EMAS-Organisationen,
2018,15.0,Anzahl,EMAS-Organisationen,
2019,15.0,Anzahl,EMAS-Organisationen,
2020,16.0,Anzahl,EMAS-Organisationen,
2021,16.0,Anzahl,EMAS-Organisationen,
2005,112.0,Anzahl,EMAS-Organisationen,
2006,107.0,Anzahl,EMAS-Organisationen,
2007,85.0,Anzahl,EMAS-Organisationen,
2008,84.0,Anzahl,EMAS-Organisationen,
2009,63.0,Anzahl,EMAS-Organisationen,
2010,51.0,Anzahl,EMAS-Organisationen,
2011,43.0,Anzahl,EMAS-Organisationen,
2012,40.0,Anzahl,EMAS-Organisationen,
2013,43.0,Anzahl,EMAS-Organisationen,
2014,43.0,Anzahl,EMAS-Organisationen,
2015,47.0,Anzahl,EMAS-Organisationen,
2016,49.0,Anzahl,EMAS-Organisationen,
2017,48.0,Anzahl,EMAS-Organisationen,
2018,47.0,Anzahl,EMAS-Organisationen,
2019,51.0,Anzahl,EMAS-Organisationen,
2020,50.0,Anzahl,EMAS-Organisationen,
2021,50.0,Anzahl,EMAS-Organisationen,
