Year,Value,Units,GeoCode
2004,,m² pro Einwohner/-in und Jahr,
2005,,m² pro Einwohner/-in und Jahr,
2006,,m² pro Einwohner/-in und Jahr,
2007,,m² pro Einwohner/-in und Jahr,
2008,,m² pro Einwohner/-in und Jahr,
2009,-3.2,m² pro Einwohner/-in und Jahr,
2010,-4.1,m² pro Einwohner/-in und Jahr,
2011,-4.2,m² pro Einwohner/-in und Jahr,
2012,-4.4,m² pro Einwohner/-in und Jahr,
2013,-4.4,m² pro Einwohner/-in und Jahr,
2014,-4.0,m² pro Einwohner/-in und Jahr,
2015,-3.7,m² pro Einwohner/-in und Jahr,
2016,-2.1,m² pro Einwohner/-in und Jahr,
2017,-2.1,m² pro Einwohner/-in und Jahr,
2018,-2.0,m² pro Einwohner/-in und Jahr,
2019,-2.3,m² pro Einwohner/-in und Jahr,
2020,-3.6,m² pro Einwohner/-in und Jahr,
2004,-5.2,m² pro Einwohner/-in und Jahr,
2005,-5.8,m² pro Einwohner/-in und Jahr,
2006,-5.9,m² pro Einwohner/-in und Jahr,
2007,-6.0,m² pro Einwohner/-in und Jahr,
2008,-4.8,m² pro Einwohner/-in und Jahr,
2009,-3.2,m² pro Einwohner/-in und Jahr,
2010,-2.0,m² pro Einwohner/-in und Jahr,
2011,-1.2,m² pro Einwohner/-in und Jahr,
2012,-0.8,m² pro Einwohner/-in und Jahr,
2013,-1.0,m² pro Einwohner/-in und Jahr,
2014,-1.1,m² pro Einwohner/-in und Jahr,
2015,-0.6,m² pro Einwohner/-in und Jahr,
2016,-0.8,m² pro Einwohner/-in und Jahr,
2017,-0.4,m² pro Einwohner/-in und Jahr,
2018,-0.5,m² pro Einwohner/-in und Jahr,
2019,-1.3,m² pro Einwohner/-in und Jahr,
2020,-1.8,m² pro Einwohner/-in und Jahr,
2004,,m² pro Einwohner/-in und Jahr,
2005,,m² pro Einwohner/-in und Jahr,
2006,,m² pro Einwohner/-in und Jahr,
2007,,m² pro Einwohner/-in und Jahr,
2008,,m² pro Einwohner/-in und Jahr,
2009,-0.3,m² pro Einwohner/-in und Jahr,
2010,-0.7,m² pro Einwohner/-in und Jahr,
2011,-1.0,m² pro Einwohner/-in und Jahr,
2012,-1.0,m² pro Einwohner/-in und Jahr,
2013,-1.1,m² pro Einwohner/-in und Jahr,
2014,-0.9,m² pro Einwohner/-in und Jahr,
2015,-0.3,m² pro Einwohner/-in und Jahr,
2016,-0.3,m² pro Einwohner/-in und Jahr,
2017,-0.3,m² pro Einwohner/-in und Jahr,
2018,-0.2,m² pro Einwohner/-in und Jahr,
2019,-0.2,m² pro Einwohner/-in und Jahr,
2020,-0.1,m² pro Einwohner/-in und Jahr,
2004,,m² pro Einwohner/-in und Jahr,
2005,,m² pro Einwohner/-in und Jahr,
2006,,m² pro Einwohner/-in und Jahr,
2007,,m² pro Einwohner/-in und Jahr,
2008,,m² pro Einwohner/-in und Jahr,
2009,-0.7,m² pro Einwohner/-in und Jahr,
2010,-0.5,m² pro Einwohner/-in und Jahr,
2011,-0.6,m² pro Einwohner/-in und Jahr,
2012,-0.8,m² pro Einwohner/-in und Jahr,
2013,-1.0,m² pro Einwohner/-in und Jahr,
2014,-1.1,m² pro Einwohner/-in und Jahr,
2015,-0.6,m² pro Einwohner/-in und Jahr,
2016,-0.8,m² pro Einwohner/-in und Jahr,
2017,-0.3,m² pro Einwohner/-in und Jahr,
2018,-0.6,m² pro Einwohner/-in und Jahr,
2019,-1.5,m² pro Einwohner/-in und Jahr,
2020,-2.3,m² pro Einwohner/-in und Jahr,
2004,-2.6,m² pro Einwohner/-in und Jahr,
2005,-2.4,m² pro Einwohner/-in und Jahr,
2006,-2.4,m² pro Einwohner/-in und Jahr,
2007,-2.6,m² pro Einwohner/-in und Jahr,
2008,-1.9,m² pro Einwohner/-in und Jahr,
2009,-2.2,m² pro Einwohner/-in und Jahr,
2010,-2.7,m² pro Einwohner/-in und Jahr,
2011,-2.5,m² pro Einwohner/-in und Jahr,
2012,-2.5,m² pro Einwohner/-in und Jahr,
2013,-2.0,m² pro Einwohner/-in und Jahr,
2014,-1.3,m² pro Einwohner/-in und Jahr,
2015,-1.3,m² pro Einwohner/-in und Jahr,
2016,-3.4,m² pro Einwohner/-in und Jahr,
2017,-3.2,m² pro Einwohner/-in und Jahr,
2018,-3.1,m² pro Einwohner/-in und Jahr,
2019,-3.1,m² pro Einwohner/-in und Jahr,
2020,-0.6,m² pro Einwohner/-in und Jahr,
2004,,m² pro Einwohner/-in und Jahr,
2005,,m² pro Einwohner/-in und Jahr,
2006,,m² pro Einwohner/-in und Jahr,
2007,,m² pro Einwohner/-in und Jahr,
2008,,m² pro Einwohner/-in und Jahr,
2009,-0.6,m² pro Einwohner/-in und Jahr,
2010,-0.6,m² pro Einwohner/-in und Jahr,
2011,-0.5,m² pro Einwohner/-in und Jahr,
2012,-0.5,m² pro Einwohner/-in und Jahr,
2013,-0.4,m² pro Einwohner/-in und Jahr,
2014,-0.3,m² pro Einwohner/-in und Jahr,
2015,-0.2,m² pro Einwohner/-in und Jahr,
2016,-0.4,m² pro Einwohner/-in und Jahr,
2017,-0.4,m² pro Einwohner/-in und Jahr,
2018,-0.4,m² pro Einwohner/-in und Jahr,
2019,-0.4,m² pro Einwohner/-in und Jahr,
2020,-0.1,m² pro Einwohner/-in und Jahr,
2004,,m² pro Einwohner/-in und Jahr,
2005,,m² pro Einwohner/-in und Jahr,
2006,,m² pro Einwohner/-in und Jahr,
2007,,m² pro Einwohner/-in und Jahr,
2008,,m² pro Einwohner/-in und Jahr,
2009,-3.9,m² pro Einwohner/-in und Jahr,
2010,-4.5,m² pro Einwohner/-in und Jahr,
2011,-3.8,m² pro Einwohner/-in und Jahr,
2012,-3.3,m² pro Einwohner/-in und Jahr,
2013,-2.7,m² pro Einwohner/-in und Jahr,
2014,-2.0,m² pro Einwohner/-in und Jahr,
2015,-1.5,m² pro Einwohner/-in und Jahr,
2016,-5.0,m² pro Einwohner/-in und Jahr,
2017,-4.8,m² pro Einwohner/-in und Jahr,
2018,-4.4,m² pro Einwohner/-in und Jahr,
2019,-4.6,m² pro Einwohner/-in und Jahr,
2020,-0.8,m² pro Einwohner/-in und Jahr,
2004,-4.3,m² pro Einwohner/-in und Jahr,
2005,-3.3,m² pro Einwohner/-in und Jahr,
2006,-3.1,m² pro Einwohner/-in und Jahr,
2007,-4.7,m² pro Einwohner/-in und Jahr,
2008,-5.6,m² pro Einwohner/-in und Jahr,
2009,-7.1,m² pro Einwohner/-in und Jahr,
2010,-7.6,m² pro Einwohner/-in und Jahr,
2011,-6.6,m² pro Einwohner/-in und Jahr,
2012,-6.3,m² pro Einwohner/-in und Jahr,
2013,-4.8,m² pro Einwohner/-in und Jahr,
2014,-8.7,m² pro Einwohner/-in und Jahr,
2015,-6.5,m² pro Einwohner/-in und Jahr,
2016,-6.0,m² pro Einwohner/-in und Jahr,
2017,-6.5,m² pro Einwohner/-in und Jahr,
2018,-2.0,m² pro Einwohner/-in und Jahr,
2019,-4.0,m² pro Einwohner/-in und Jahr,
2020,-4.6,m² pro Einwohner/-in und Jahr,
2004,,m² pro Einwohner/-in und Jahr,
2005,,m² pro Einwohner/-in und Jahr,
2006,,m² pro Einwohner/-in und Jahr,
2007,,m² pro Einwohner/-in und Jahr,
2008,,m² pro Einwohner/-in und Jahr,
2009,-5.5,m² pro Einwohner/-in und Jahr,
2010,-5.7,m² pro Einwohner/-in und Jahr,
2011,-5.3,m² pro Einwohner/-in und Jahr,
2012,-4.6,m² pro Einwohner/-in und Jahr,
2013,-3.6,m² pro Einwohner/-in und Jahr,
2014,-2.5,m² pro Einwohner/-in und Jahr,
2015,-2.3,m² pro Einwohner/-in und Jahr,
2016,-1.9,m² pro Einwohner/-in und Jahr,
2017,-1.9,m² pro Einwohner/-in und Jahr,
2018,-1.9,m² pro Einwohner/-in und Jahr,
2019,-1.7,m² pro Einwohner/-in und Jahr,
2020,-1.8,m² pro Einwohner/-in und Jahr,
2004,,m² pro Einwohner/-in und Jahr,
2005,,m² pro Einwohner/-in und Jahr,
2006,,m² pro Einwohner/-in und Jahr,
2007,,m² pro Einwohner/-in und Jahr,
2008,,m² pro Einwohner/-in und Jahr,
2009,-10.3,m² pro Einwohner/-in und Jahr,
2010,-8.2,m² pro Einwohner/-in und Jahr,
2011,-7.4,m² pro Einwohner/-in und Jahr,
2012,-7.2,m² pro Einwohner/-in und Jahr,
2013,-5.3,m² pro Einwohner/-in und Jahr,
2014,-11.7,m² pro Einwohner/-in und Jahr,
2015,-8.6,m² pro Einwohner/-in und Jahr,
2016,-8.0,m² pro Einwohner/-in und Jahr,
2017,-8.7,m² pro Einwohner/-in und Jahr,
2018,-2.1,m² pro Einwohner/-in und Jahr,
2019,-5.1,m² pro Einwohner/-in und Jahr,
2020,-6.1,m² pro Einwohner/-in und Jahr,
2004,-18.5,m² pro Einwohner/-in und Jahr,
2005,-23.8,m² pro Einwohner/-in und Jahr,
2006,-26.6,m² pro Einwohner/-in und Jahr,
2007,-23.7,m² pro Einwohner/-in und Jahr,
2008,-14.9,m² pro Einwohner/-in und Jahr,
2009,-5.9,m² pro Einwohner/-in und Jahr,
2010,-0.8,m² pro Einwohner/-in und Jahr,
2011,-0.3,m² pro Einwohner/-in und Jahr,
2012,0.9,m² pro Einwohner/-in und Jahr,
2013,1.0,m² pro Einwohner/-in und Jahr,
2014,-0.3,m² pro Einwohner/-in und Jahr,
2015,-0.8,m² pro Einwohner/-in und Jahr,
2016,-1.7,m² pro Einwohner/-in und Jahr,
2017,-1.8,m² pro Einwohner/-in und Jahr,
2018,-1.1,m² pro Einwohner/-in und Jahr,
2019,-1.6,m² pro Einwohner/-in und Jahr,
2020,-1.2,m² pro Einwohner/-in und Jahr,
2004,,m² pro Einwohner/-in und Jahr,
2005,,m² pro Einwohner/-in und Jahr,
2006,,m² pro Einwohner/-in und Jahr,
2007,,m² pro Einwohner/-in und Jahr,
2008,,m² pro Einwohner/-in und Jahr,
2009,1.9,m² pro Einwohner/-in und Jahr,
2010,1.2,m² pro Einwohner/-in und Jahr,
2011,0.9,m² pro Einwohner/-in und Jahr,
2012,0.9,m² pro Einwohner/-in und Jahr,
2013,0.3,m² pro Einwohner/-in und Jahr,
2014,0.7,m² pro Einwohner/-in und Jahr,
2015,0.6,m² pro Einwohner/-in und Jahr,
2016,0.3,m² pro Einwohner/-in und Jahr,
2017,0.5,m² pro Einwohner/-in und Jahr,
2018,-0.3,m² pro Einwohner/-in und Jahr,
2019,-1.4,m² pro Einwohner/-in und Jahr,
2020,-1.5,m² pro Einwohner/-in und Jahr,
2004,,m² pro Einwohner/-in und Jahr,
2005,,m² pro Einwohner/-in und Jahr,
2006,,m² pro Einwohner/-in und Jahr,
2007,,m² pro Einwohner/-in und Jahr,
2008,,m² pro Einwohner/-in und Jahr,
2009,-1.2,m² pro Einwohner/-in und Jahr,
2010,0.9,m² pro Einwohner/-in und Jahr,
2011,1.0,m² pro Einwohner/-in und Jahr,
2012,0.9,m² pro Einwohner/-in und Jahr,
2013,1.1,m² pro Einwohner/-in und Jahr,
2014,-0.7,m² pro Einwohner/-in und Jahr,
2015,-1.2,m² pro Einwohner/-in und Jahr,
2016,-2.2,m² pro Einwohner/-in und Jahr,
2017,-2.5,m² pro Einwohner/-in und Jahr,
2018,-1.3,m² pro Einwohner/-in und Jahr,
2019,-1.6,m² pro Einwohner/-in und Jahr,
2020,-1.1,m² pro Einwohner/-in und Jahr,
2004,-11.0,m² pro Einwohner/-in und Jahr,
2005,-9.6,m² pro Einwohner/-in und Jahr,
2006,-9.0,m² pro Einwohner/-in und Jahr,
2007,-8.6,m² pro Einwohner/-in und Jahr,
2008,-6.9,m² pro Einwohner/-in und Jahr,
2009,-6.6,m² pro Einwohner/-in und Jahr,
2010,-5.5,m² pro Einwohner/-in und Jahr,
2011,-4.6,m² pro Einwohner/-in und Jahr,
2012,-4.3,m² pro Einwohner/-in und Jahr,
2013,-4.1,m² pro Einwohner/-in und Jahr,
2014,-4.1,m² pro Einwohner/-in und Jahr,
2015,-3.4,m² pro Einwohner/-in und Jahr,
2016,-3.0,m² pro Einwohner/-in und Jahr,
2017,-3.2,m² pro Einwohner/-in und Jahr,
2018,-3.2,m² pro Einwohner/-in und Jahr,
2019,-2.9,m² pro Einwohner/-in und Jahr,
2020,-4.4,m² pro Einwohner/-in und Jahr,
2004,,m² pro Einwohner/-in und Jahr,
2005,,m² pro Einwohner/-in und Jahr,
2006,,m² pro Einwohner/-in und Jahr,
2007,,m² pro Einwohner/-in und Jahr,
2008,,m² pro Einwohner/-in und Jahr,
2009,-1.1,m² pro Einwohner/-in und Jahr,
2010,-1.0,m² pro Einwohner/-in und Jahr,
2011,-1.0,m² pro Einwohner/-in und Jahr,
2012,-1.0,m² pro Einwohner/-in und Jahr,
2013,-1.1,m² pro Einwohner/-in und Jahr,
2014,-1.1,m² pro Einwohner/-in und Jahr,
2015,-1.1,m² pro Einwohner/-in und Jahr,
2016,-0.9,m² pro Einwohner/-in und Jahr,
2017,-1.1,m² pro Einwohner/-in und Jahr,
2018,-1.2,m² pro Einwohner/-in und Jahr,
2019,-1.2,m² pro Einwohner/-in und Jahr,
2020,-2.8,m² pro Einwohner/-in und Jahr,
2004,,m² pro Einwohner/-in und Jahr,
2005,,m² pro Einwohner/-in und Jahr,
2006,,m² pro Einwohner/-in und Jahr,
2007,,m² pro Einwohner/-in und Jahr,
2008,,m² pro Einwohner/-in und Jahr,
2009,-5.5,m² pro Einwohner/-in und Jahr,
2010,-5.2,m² pro Einwohner/-in und Jahr,
2011,-6.2,m² pro Einwohner/-in und Jahr,
2012,-5.6,m² pro Einwohner/-in und Jahr,
2013,-5.3,m² pro Einwohner/-in und Jahr,
2014,-5.2,m² pro Einwohner/-in und Jahr,
2015,-4.3,m² pro Einwohner/-in und Jahr,
2016,-3.8,m² pro Einwohner/-in und Jahr,
2017,-4.0,m² pro Einwohner/-in und Jahr,
2018,-4.0,m² pro Einwohner/-in und Jahr,
2019,-3.5,m² pro Einwohner/-in und Jahr,
2020,-5.0,m² pro Einwohner/-in und Jahr,
2004,-3.3,m² pro Einwohner/-in und Jahr,
2005,-3.1,m² pro Einwohner/-in und Jahr,
2006,-2.1,m² pro Einwohner/-in und Jahr,
2007,-2.5,m² pro Einwohner/-in und Jahr,
2008,-3.0,m² pro Einwohner/-in und Jahr,
2009,-3.5,m² pro Einwohner/-in und Jahr,
2010,-4.4,m² pro Einwohner/-in und Jahr,
2011,-5.7,m² pro Einwohner/-in und Jahr,
2012,-6.9,m² pro Einwohner/-in und Jahr,
2013,-7.0,m² pro Einwohner/-in und Jahr,
2014,-9.0,m² pro Einwohner/-in und Jahr,
2015,-7.9,m² pro Einwohner/-in und Jahr,
2016,-9.4,m² pro Einwohner/-in und Jahr,
2017,-21.3,m² pro Einwohner/-in und Jahr,
2018,-37.0,m² pro Einwohner/-in und Jahr,
2019,-36.8,m² pro Einwohner/-in und Jahr,
2020,-33.5,m² pro Einwohner/-in und Jahr,
2004,,m² pro Einwohner/-in und Jahr,
2005,,m² pro Einwohner/-in und Jahr,
2006,,m² pro Einwohner/-in und Jahr,
2007,,m² pro Einwohner/-in und Jahr,
2008,,m² pro Einwohner/-in und Jahr,
2009,-2.1,m² pro Einwohner/-in und Jahr,
2010,-1.8,m² pro Einwohner/-in und Jahr,
2011,-2.7,m² pro Einwohner/-in und Jahr,
2012,-3.9,m² pro Einwohner/-in und Jahr,
2013,-4.2,m² pro Einwohner/-in und Jahr,
2014,-5.2,m² pro Einwohner/-in und Jahr,
2015,-4.4,m² pro Einwohner/-in und Jahr,
2016,-3.8,m² pro Einwohner/-in und Jahr,
2017,-12.2,m² pro Einwohner/-in und Jahr,
2018,-15.3,m² pro Einwohner/-in und Jahr,
2019,-15.0,m² pro Einwohner/-in und Jahr,
2020,-13.8,m² pro Einwohner/-in und Jahr,
2004,,m² pro Einwohner/-in und Jahr,
2005,,m² pro Einwohner/-in und Jahr,
2006,,m² pro Einwohner/-in und Jahr,
2007,,m² pro Einwohner/-in und Jahr,
2008,,m² pro Einwohner/-in und Jahr,
2009,-4.7,m² pro Einwohner/-in und Jahr,
2010,-5.7,m² pro Einwohner/-in und Jahr,
2011,-6.9,m² pro Einwohner/-in und Jahr,
2012,-7.5,m² pro Einwohner/-in und Jahr,
2013,-7.4,m² pro Einwohner/-in und Jahr,
2014,-9.6,m² pro Einwohner/-in und Jahr,
2015,-8.5,m² pro Einwohner/-in und Jahr,
2016,-10.3,m² pro Einwohner/-in und Jahr,
2017,-22.9,m² pro Einwohner/-in und Jahr,
2018,-40.9,m² pro Einwohner/-in und Jahr,
2019,-40.7,m² pro Einwohner/-in und Jahr,
2020,-37.0,m² pro Einwohner/-in und Jahr,
