Year,Value,Units,Series,GeoCode
2004,62.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2005,62.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2006,65.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2007,68.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2008,68.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2009,67.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2010,70.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2011,70.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2012,72.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2013,71.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2014,72.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2015,72.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2016,74.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2017,75.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2018,75.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2019,75.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2020,74.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2021,72.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2000,57.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2001,59.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2002,58.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2003,60.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2004,57.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2005,57.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2006,60.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2007,63.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2008,63.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2009,65.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2010,66.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2011,67.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2012,67.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2013,67.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2014,68.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2015,69.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2016,70.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2017,71.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2018,71.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2019,71.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2020,71.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2021,70.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2000,71.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2001,71.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2002,70.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2003,70.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2004,66.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2005,67.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2006,69.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2007,73.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2008,73.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2009,70.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2010,73.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2011,74.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2012,77.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2013,75.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2014,76.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2015,75.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2016,78.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2017,78.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2018,79.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2019,80.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2020,78.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2021,75.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2000,69.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2001,69.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2002,67.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2003,67.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2004,67.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2005,70.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2006,71.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2007,73.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2008,74.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2009,74.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2010,75.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2011,76.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2012,76.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2013,77.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2014,78.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2015,78.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2016,78.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2017,79.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2018,79.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2019,80.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2020,78.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2021,78.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2000,63.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2001,63.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2002,62.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2003,62.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2004,62.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2005,64.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2006,66.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2007,67.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2008,68.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2009,70.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2010,70.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2011,72.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2012,72.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2013,73.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2014,74.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2015,75.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2016,75.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2017,75.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2018,76.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2019,77.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2020,76.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2021,75.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2000,75.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2001,76.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2002,72.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2003,72.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2004,73.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2005,75.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2006,76.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2007,78.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2008,79.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2009,79.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2010,79.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2011,81.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2012,81.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2013,80.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2014,82.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2015,82.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2016,82.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2017,83.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2018,83.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2019,83.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2020,81.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2021,81.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2000,70.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2001,71.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2002,70.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2003,70.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2004,70.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2005,70.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2006,72.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2007,73.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2008,74.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2009,75.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2010,75.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2011,77.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2012,77.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2013,77.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2014,77.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2015,77.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2016,78.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2017,79.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2018,79.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2019,80.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2020,77.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2021,77.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2000,61.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2001,63.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2002,63.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2003,63.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2004,63.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2005,63.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2006,65.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2007,66.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2008,67.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2009,68.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2010,69.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2011,71.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2012,71.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2013,72.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2014,72.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2015,73.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2016,73.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2017,74.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2018,74.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2019,75.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2020,73.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2021,73.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2000,78.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2001,78.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2002,77.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2003,77.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2004,77.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2005,78.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2006,79.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2007,80.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2008,81.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2009,81.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2010,81.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2011,83.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2012,82.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2013,82.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2014,82.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2015,82.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2016,83.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2017,83.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2018,83.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2019,85.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2020,82.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2021,82.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2000,64.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2001,62.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2002,61.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2003,61.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2004,61.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2005,64.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2006,66.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2007,68.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2008,70.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2009,71.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2010,72.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2011,73.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2012,72.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2013,73.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2014,73.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2015,75.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2016,75.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2017,76.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2018,76.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2019,78.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2020,78.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2021,80.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2000,59.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2001,59.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2002,58.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2003,59.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2004,58.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2005,62.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2006,64.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2007,65.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2008,67.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2009,69.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2010,71.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2011,70.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2012,70.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2013,71.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2014,72.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2015,72.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2016,74.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2017,75.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2018,75.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2019,76.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2020,77.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2021,78.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2000,69.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2001,65.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2002,64.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2003,64.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2004,64.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2005,66.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2006,69.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2007,71.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2008,72.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2009,73.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2010,74.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2011,76.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2012,75.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2013,75.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2014,75.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2015,77.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2016,76.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2017,77.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2018,77.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2019,79.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2020,79.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2021,81.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2000,68.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2001,68.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2002,68.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2003,67.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2004,67.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2005,68.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2006,70.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2007,72.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2008,73.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2009,74.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2010,75.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2011,76.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2012,77.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2013,77.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2014,77.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2015,77.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2016,77.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2017,78.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2018,79.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2019,80.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2020,78.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2021,79.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2000,59.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2001,60.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2002,60.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2003,60.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2004,59.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2005,61.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2006,63.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2007,65.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2008,66.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2009,67.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2010,69.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2011,71.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2012,71.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2013,72.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2014,73.0,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2015,73.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2016,73.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2017,74.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2018,75.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2019,75.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2020,74.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2021,75.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2000,76.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2001,76.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2002,76.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2003,74.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2004,73.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2005,75.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2006,77.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2007,79.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2008,79.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2009,80.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2010,80.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2011,82.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2012,82.5,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2013,82.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2014,82.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2015,82.6,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2016,82.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2017,82.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2018,83.4,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2019,84.3,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2020,81.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2021,83.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2000,66.2,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2001,67.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2002,66.9,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2003,66.1,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2004,65.8,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
2005,67.7,Prozent,Erwerbstätigenquote insgesamt (20 bis 64 Jahre),
