Year,Value,Units,GeoCode
2020,156.857,Je 100 000 Einwohner/ -innen,
2021,147.124,Je 100 000 Einwohner/ -innen,
1993,653.924,Je 100 000 Einwohner/ -innen,
1994,724.436,Je 100 000 Einwohner/ -innen,
1995,767.389,Je 100 000 Einwohner/ -innen,
1996,796.795,Je 100 000 Einwohner/ -innen,
1997,822.866,Je 100 000 Einwohner/ -innen,
1998,865.74,Je 100 000 Einwohner/ -innen,
1999,881.271,Je 100 000 Einwohner/ -innen,
2000,947.075,Je 100 000 Einwohner/ -innen,
2001,973.907,Je 100 000 Einwohner/ -innen,
2002,966.313,Je 100 000 Einwohner/ -innen,
2003,1073.724,Je 100 000 Einwohner/ -innen,
2004,1155.524,Je 100 000 Einwohner/ -innen,
2005,1166.926,Je 100 000 Einwohner/ -innen,
2006,1174.211,Je 100 000 Einwohner/ -innen,
2007,1125.97,Je 100 000 Einwohner/ -innen,
2008,1097.427,Je 100 000 Einwohner/ -innen,
2009,1185.581,Je 100 000 Einwohner/ -innen,
2010,1204.99,Je 100 000 Einwohner/ -innen,
2011,1165.368,Je 100 000 Einwohner/ -innen,
2012,1193.253,Je 100 000 Einwohner/ -innen,
2013,1164.7,Je 100 000 Einwohner/ -innen,
2014,1199.6,Je 100 000 Einwohner/ -innen,
2015,1190.1,Je 100 000 Einwohner/ -innen,
2016,1094.0,Je 100 000 Einwohner/ -innen,
2017,1103.2,Je 100 000 Einwohner/ -innen,
2018,1015.532,Je 100 000 Einwohner/ -innen,
2019,1003.341,Je 100 000 Einwohner/ -innen,
2020,971.632,Je 100 000 Einwohner/ -innen,
2021,954.388,Je 100 000 Einwohner/ -innen,
1993,281.031,Je 100 000 Einwohner/ -innen,
1994,260.192,Je 100 000 Einwohner/ -innen,
1995,260.099,Je 100 000 Einwohner/ -innen,
1996,240.52,Je 100 000 Einwohner/ -innen,
1997,223.254,Je 100 000 Einwohner/ -innen,
1998,204.606,Je 100 000 Einwohner/ -innen,
1999,183.106,Je 100 000 Einwohner/ -innen,
2000,171.909,Je 100 000 Einwohner/ -innen,
2001,164.145,Je 100 000 Einwohner/ -innen,
2002,159.443,Je 100 000 Einwohner/ -innen,
2003,151.1,Je 100 000 Einwohner/ -innen,
2004,152.32,Je 100 000 Einwohner/ -innen,
2005,134.805,Je 100 000 Einwohner/ -innen,
2006,130.562,Je 100 000 Einwohner/ -innen,
2007,134.599,Je 100 000 Einwohner/ -innen,
2008,133.836,Je 100 000 Einwohner/ -innen,
2009,141.158,Je 100 000 Einwohner/ -innen,
2010,151.03,Je 100 000 Einwohner/ -innen,
2011,165.285,Je 100 000 Einwohner/ -innen,
2012,179.411,Je 100 000 Einwohner/ -innen,
2013,185.7,Je 100 000 Einwohner/ -innen,
2014,188.3,Je 100 000 Einwohner/ -innen,
2015,205.8,Je 100 000 Einwohner/ -innen,
2016,184.075,Je 100 000 Einwohner/ -innen,
2017,141.2,Je 100 000 Einwohner/ -innen,
2018,117.769,Je 100 000 Einwohner/ -innen,
2019,104.97,Je 100 000 Einwohner/ -innen,
2020,90.208,Je 100 000 Einwohner/ -innen,
2021,65.223,Je 100 000 Einwohner/ -innen,
1993,7310.504,Je 100 000 Einwohner/ -innen,
1994,6969.442,Je 100 000 Einwohner/ -innen,
1995,7066.485,Je 100 000 Einwohner/ -innen,
1996,7004.051,Je 100 000 Einwohner/ -innen,
1997,6902.249,Je 100 000 Einwohner/ -innen,
1998,6717.579,Je 100 000 Einwohner/ -innen,
1999,6537.571,Je 100 000 Einwohner/ -innen,
2000,6429.227,Je 100 000 Einwohner/ -innen,
2001,6525.908,Je 100 000 Einwohner/ -innen,
2002,6696.451,Je 100 000 Einwohner/ -innen,
2003,6667.887,Je 100 000 Einwohner/ -innen,
2004,6658.625,Je 100 000 Einwohner/ -innen,
2005,6369.412,Je 100 000 Einwohner/ -innen,
2006,6266.75,Je 100 000 Einwohner/ -innen,
2007,6299.947,Je 100 000 Einwohner/ -innen,
2008,6138.74,Je 100 000 Einwohner/ -innen,
2009,5997.87,Je 100 000 Einwohner/ -innen,
2010,5850.772,Je 100 000 Einwohner/ -innen,
2011,5963.585,Je 100 000 Einwohner/ -innen,
2012,5923.634,Je 100 000 Einwohner/ -innen,
2013,5894.4,Je 100 000 Einwohner/ -innen,
2014,5986.7,Je 100 000 Einwohner/ -innen,
2015,6243.8,Je 100 000 Einwohner/ -innen,
2016,6306.277,Je 100 000 Einwohner/ -innen,
2017,5571.7,Je 100 000 Einwohner/ -innen,
2018,5411.739,Je 100 000 Einwohner/ -innen,
2019,5279.749,Je 100 000 Einwohner/ -innen,
2020,5166.816,Je 100 000 Einwohner/ -innen,
2021,4903.685,Je 100 000 Einwohner/ -innen,
