Year,Units,Display,Time series,Region,GeoCode,Value
2012,Number,Time series,Students from other developing and emerging countries,,,150880
2013,Number,Time series,Students from other developing and emerging countries,,,164098
2014,Number,Time series,Students from other developing and emerging countries,,,176768
2015,Number,Time series,Students from other developing and emerging countries,,,190403
2016,Number,Time series,Students from other developing and emerging countries,,,204694
2017,Number,Time series,Students from other developing and emerging countries,,,219306
2018,Number,Time series,Students from other developing and emerging countries,,,236609
2019,Number,Time series,Students from other developing and emerging countries,,,251488
2005,Number,Time series,Students from other developing and emerging countries,Baden-Wuerttemberg,,18582
2006,Number,Time series,Students from other developing and emerging countries,Baden-Wuerttemberg,,18379
2007,Number,Time series,Students from other developing and emerging countries,Baden-Wuerttemberg,,17473
2008,Number,Time series,Students from other developing and emerging countries,Baden-Wuerttemberg,,17650
2009,Number,Time series,Students from other developing and emerging countries,Baden-Wuerttemberg,,18418
2010,Number,Time series,Students from other developing and emerging countries,Baden-Wuerttemberg,,19111
2011,Number,Time series,Students from other developing and emerging countries,Baden-Wuerttemberg,,19082
2012,Number,Time series,Students from other developing and emerging countries,Baden-Wuerttemberg,,21116
2013,Number,Time series,Students from other developing and emerging countries,Baden-Wuerttemberg,,22842
2014,Number,Time series,Students from other developing and emerging countries,Baden-Wuerttemberg,,24597
2015,Number,Time series,Students from other developing and emerging countries,Baden-Wuerttemberg,,26283
2016,Number,Time series,Students from other developing and emerging countries,Baden-Wuerttemberg,,28310
2017,Number,Time series,Students from other developing and emerging countries,Baden-Wuerttemberg,,28393
2018,Number,Time series,Students from other developing and emerging countries,Baden-Wuerttemberg,,27934
2019,Number,Time series,Students from other developing and emerging countries,Baden-Wuerttemberg,,27198
2005,Number,Time series,Students from other developing and emerging countries,Bavaria,,12251
2006,Number,Time series,Students from other developing and emerging countries,Bavaria,,12721
2007,Number,Time series,Students from other developing and emerging countries,Bavaria,,12324
2008,Number,Time series,Students from other developing and emerging countries,Bavaria,,12533
2009,Number,Time series,Students from other developing and emerging countries,Bavaria,,12980
2010,Number,Time series,Students from other developing and emerging countries,Bavaria,,13620
2011,Number,Time series,Students from other developing and emerging countries,Bavaria,,14060
2012,Number,Time series,Students from other developing and emerging countries,Bavaria,,15284
2013,Number,Time series,Students from other developing and emerging countries,Bavaria,,17719
2014,Number,Time series,Students from other developing and emerging countries,Bavaria,,19151
2015,Number,Time series,Students from other developing and emerging countries,Bavaria,,21169
2016,Number,Time series,Students from other developing and emerging countries,Bavaria,,23123
2017,Number,Time series,Students from other developing and emerging countries,Bavaria,,26821
2018,Number,Time series,Students from other developing and emerging countries,Bavaria,,30524
2019,Number,Time series,Students from other developing and emerging countries,Bavaria,,33606
2005,Number,Time series,Students from other developing and emerging countries,Berlin,,9047
2006,Number,Time series,Students from other developing and emerging countries,Berlin,,8871
2007,Number,Time series,Students from other developing and emerging countries,Berlin,,9202
2008,Number,Time series,Students from other developing and emerging countries,Berlin,,9570
2009,Number,Time series,Students from other developing and emerging countries,Berlin,,9868
2010,Number,Time series,Students from other developing and emerging countries,Berlin,,10512
2011,Number,Time series,Students from other developing and emerging countries,Berlin,,10747
2012,Number,Time series,Students from other developing and emerging countries,Berlin,,11270
2013,Number,Time series,Students from other developing and emerging countries,Berlin,,12157
2014,Number,Time series,Students from other developing and emerging countries,Berlin,,12996
2015,Number,Time series,Students from other developing and emerging countries,Berlin,,14133
2016,Number,Time series,Students from other developing and emerging countries,Berlin,,15513
2017,Number,Time series,Students from other developing and emerging countries,Berlin,,18083
2018,Number,Time series,Students from other developing and emerging countries,Berlin,,20159
2019,Number,Time series,Students from other developing and emerging countries,Berlin,,22166
2005,Number,Time series,Students from other developing and emerging countries,Brandenburg,,2288
2006,Number,Time series,Students from other developing and emerging countries,Brandenburg,,2347
2007,Number,Time series,Students from other developing and emerging countries,Brandenburg,,2396
2008,Number,Time series,Students from other developing and emerging countries,Brandenburg,,2423
2009,Number,Time series,Students from other developing and emerging countries,Brandenburg,,2524
2010,Number,Time series,Students from other developing and emerging countries,Brandenburg,,2536
2011,Number,Time series,Students from other developing and emerging countries,Brandenburg,,2678
2012,Number,Time series,Students from other developing and emerging countries,Brandenburg,,2969
2013,Number,Time series,Students from other developing and emerging countries,Brandenburg,,3080
2014,Number,Time series,Students from other developing and emerging countries,Brandenburg,,3246
2015,Number,Time series,Students from other developing and emerging countries,Brandenburg,,3462
2016,Number,Time series,Students from other developing and emerging countries,Brandenburg,,3827
2017,Number,Time series,Students from other developing and emerging countries,Brandenburg,,4263
2018,Number,Time series,Students from other developing and emerging countries,Brandenburg,,4618
2019,Number,Time series,Students from other developing and emerging countries,Brandenburg,,4978
2005,Number,Time series,Students from other developing and emerging countries,Bremen,,3751
2006,Number,Time series,Students from other developing and emerging countries,Bremen,,3484
2007,Number,Time series,Students from other developing and emerging countries,Bremen,,3339
2008,Number,Time series,Students from other developing and emerging countries,Bremen,,3236
2009,Number,Time series,Students from other developing and emerging countries,Bremen,,3109
2010,Number,Time series,Students from other developing and emerging countries,Bremen,,2958
2011,Number,Time series,Students from other developing and emerging countries,Bremen,,2961
2012,Number,Time series,Students from other developing and emerging countries,Bremen,,2993
2013,Number,Time series,Students from other developing and emerging countries,Bremen,,3119
2014,Number,Time series,Students from other developing and emerging countries,Bremen,,3305
2015,Number,Time series,Students from other developing and emerging countries,Bremen,,3385
2016,Number,Time series,Students from other developing and emerging countries,Bremen,,3555
2017,Number,Time series,Students from other developing and emerging countries,Bremen,,3985
2018,Number,Time series,Students from other developing and emerging countries,Bremen,,4150
2019,Number,Time series,Students from other developing and emerging countries,Bremen,,4500
2005,Number,Time series,Students from other developing and emerging countries,Hamburg,,4837
2006,Number,Time series,Students from other developing and emerging countries,Hamburg,,4860
2007,Number,Time series,Students from other developing and emerging countries,Hamburg,,4484
2008,Number,Time series,Students from other developing and emerging countries,Hamburg,,4496
2009,Number,Time series,Students from other developing and emerging countries,Hamburg,,4606
2010,Number,Time series,Students from other developing and emerging countries,Hamburg,,4757
2011,Number,Time series,Students from other developing and emerging countries,Hamburg,,4978
2012,Number,Time series,Students from other developing and emerging countries,Hamburg,,5344
2013,Number,Time series,Students from other developing and emerging countries,Hamburg,,5471
2014,Number,Time series,Students from other developing and emerging countries,Hamburg,,5623
2015,Number,Time series,Students from other developing and emerging countries,Hamburg,,5970
2016,Number,Time series,Students from other developing and emerging countries,Hamburg,,6349
2017,Number,Time series,Students from other developing and emerging countries,Hamburg,,6778
2018,Number,Time series,Students from other developing and emerging countries,Hamburg,,7608
2019,Number,Time series,Students from other developing and emerging countries,Hamburg,,7888
2005,Number,Time series,Students from other developing and emerging countries,Hesse,,13808
2006,Number,Time series,Students from other developing and emerging countries,Hesse,,13737
2007,Number,Time series,Students from other developing and emerging countries,Hesse,,12328
2008,Number,Time series,Students from other developing and emerging countries,Hesse,,14027
2009,Number,Time series,Students from other developing and emerging countries,Hesse,,15436
2010,Number,Time series,Students from other developing and emerging countries,Hesse,,16660
2011,Number,Time series,Students from other developing and emerging countries,Hesse,,16633
2012,Number,Time series,Students from other developing and emerging countries,Hesse,,17584
2013,Number,Time series,Students from other developing and emerging countries,Hesse,,18830
2014,Number,Time series,Students from other developing and emerging countries,Hesse,,19958
2015,Number,Time series,Students from other developing and emerging countries,Hesse,,21090
2016,Number,Time series,Students from other developing and emerging countries,Hesse,,22111
2017,Number,Time series,Students from other developing and emerging countries,Hesse,,23165
2018,Number,Time series,Students from other developing and emerging countries,Hesse,,24689
2019,Number,Time series,Students from other developing and emerging countries,Hesse,,25741
2005,Number,Time series,Students from other developing and emerging countries,Mecklenburg Western Pomerania,,1071
2006,Number,Time series,Students from other developing and emerging countries,Mecklenburg Western Pomerania,,1056
2007,Number,Time series,Students from other developing and emerging countries,Mecklenburg Western Pomerania,,1063
2008,Number,Time series,Students from other developing and emerging countries,Mecklenburg Western Pomerania,,1028
2009,Number,Time series,Students from other developing and emerging countries,Mecklenburg Western Pomerania,,1105
2010,Number,Time series,Students from other developing and emerging countries,Mecklenburg Western Pomerania,,1160
2011,Number,Time series,Students from other developing and emerging countries,Mecklenburg Western Pomerania,,1160
2012,Number,Time series,Students from other developing and emerging countries,Mecklenburg Western Pomerania,,1188
2013,Number,Time series,Students from other developing and emerging countries,Mecklenburg Western Pomerania,,1329
2014,Number,Time series,Students from other developing and emerging countries,Mecklenburg Western Pomerania,,1437
2015,Number,Time series,Students from other developing and emerging countries,Mecklenburg Western Pomerania,,1664
2016,Number,Time series,Students from other developing and emerging countries,Mecklenburg Western Pomerania,,1955
2017,Number,Time series,Students from other developing and emerging countries,Mecklenburg Western Pomerania,,2406
2018,Number,Time series,Students from other developing and emerging countries,Mecklenburg Western Pomerania,,2691
2019,Number,Time series,Students from other developing and emerging countries,Mecklenburg Western Pomerania,,2785
2005,Number,Time series,Students from other developing and emerging countries,Lower Saxony,,10134
2006,Number,Time series,Students from other developing and emerging countries,Lower Saxony,,9857
2007,Number,Time series,Students from other developing and emerging countries,Lower Saxony,,9224
2008,Number,Time series,Students from other developing and emerging countries,Lower Saxony,,9284
2009,Number,Time series,Students from other developing and emerging countries,Lower Saxony,,9243
2010,Number,Time series,Students from other developing and emerging countries,Lower Saxony,,9143
2011,Number,Time series,Students from other developing and emerging countries,Lower Saxony,,9105
2012,Number,Time series,Students from other developing and emerging countries,Lower Saxony,,9668
2013,Number,Time series,Students from other developing and emerging countries,Lower Saxony,,10475
2014,Number,Time series,Students from other developing and emerging countries,Lower Saxony,,11479
2015,Number,Time series,Students from other developing and emerging countries,Lower Saxony,,12813
2016,Number,Time series,Students from other developing and emerging countries,Lower Saxony,,13967
2017,Number,Time series,Students from other developing and emerging countries,Lower Saxony,,15599
2018,Number,Time series,Students from other developing and emerging countries,Lower Saxony,,17043
2019,Number,Time series,Students from other developing and emerging countries,Lower Saxony,,18259
2005,Number,Time series,Students from other developing and emerging countries,North Rhine-Westphalia,,35892
2006,Number,Time series,Students from other developing and emerging countries,North Rhine-Westphalia,,35688
2007,Number,Time series,Students from other developing and emerging countries,North Rhine-Westphalia,,32856
2008,Number,Time series,Students from other developing and emerging countries,North Rhine-Westphalia,,33436
2009,Number,Time series,Students from other developing and emerging countries,North Rhine-Westphalia,,34448
2010,Number,Time series,Students from other developing and emerging countries,North Rhine-Westphalia,,35346
2011,Number,Time series,Students from other developing and emerging countries,North Rhine-Westphalia,,37622
2012,Number,Time series,Students from other developing and emerging countries,North Rhine-Westphalia,,40638
2013,Number,Time series,Students from other developing and emerging countries,North Rhine-Westphalia,,44330
2014,Number,Time series,Students from other developing and emerging countries,North Rhine-Westphalia,,47929
2015,Number,Time series,Students from other developing and emerging countries,North Rhine-Westphalia,,50866
2016,Number,Time series,Students from other developing and emerging countries,North Rhine-Westphalia,,54724
2017,Number,Time series,Students from other developing and emerging countries,North Rhine-Westphalia,,56753
2018,Number,Time series,Students from other developing and emerging countries,North Rhine-Westphalia,,60421
2019,Number,Time series,Students from other developing and emerging countries,North Rhine-Westphalia,,64421
2005,Number,Time series,Students from other developing and emerging countries,Rhineland Palatinate,,5760
2006,Number,Time series,Students from other developing and emerging countries,Rhineland Palatinate,,5969
2007,Number,Time series,Students from other developing and emerging countries,Rhineland Palatinate,,6413
2008,Number,Time series,Students from other developing and emerging countries,Rhineland Palatinate,,6525
2009,Number,Time series,Students from other developing and emerging countries,Rhineland Palatinate,,6335
2010,Number,Time series,Students from other developing and emerging countries,Rhineland Palatinate,,6226
2011,Number,Time series,Students from other developing and emerging countries,Rhineland Palatinate,,5974
2012,Number,Time series,Students from other developing and emerging countries,Rhineland Palatinate,,5990
2013,Number,Time series,Students from other developing and emerging countries,Rhineland Palatinate,,6083
2014,Number,Time series,Students from other developing and emerging countries,Rhineland Palatinate,,6295
2015,Number,Time series,Students from other developing and emerging countries,Rhineland Palatinate,,6620
2016,Number,Time series,Students from other developing and emerging countries,Rhineland Palatinate,,7138
2017,Number,Time series,Students from other developing and emerging countries,Rhineland Palatinate,,7835
2018,Number,Time series,Students from other developing and emerging countries,Rhineland Palatinate,,9016
2019,Number,Time series,Students from other developing and emerging countries,Rhineland Palatinate,,9720
2005,Number,Time series,Students from other developing and emerging countries,Saarland,,1243
2006,Number,Time series,Students from other developing and emerging countries,Saarland,,1365
2007,Number,Time series,Students from other developing and emerging countries,Saarland,,1362
2008,Number,Time series,Students from other developing and emerging countries,Saarland,,1375
2009,Number,Time series,Students from other developing and emerging countries,Saarland,,1434
2010,Number,Time series,Students from other developing and emerging countries,Saarland,,1641
2011,Number,Time series,Students from other developing and emerging countries,Saarland,,1734
2012,Number,Time series,Students from other developing and emerging countries,Saarland,,1808
2013,Number,Time series,Students from other developing and emerging countries,Saarland,,1856
2014,Number,Time series,Students from other developing and emerging countries,Saarland,,1903
2015,Number,Time series,Students from other developing and emerging countries,Saarland,,1952
2016,Number,Time series,Students from other developing and emerging countries,Saarland,,1961
2017,Number,Time series,Students from other developing and emerging countries,Saarland,,2031
2018,Number,Time series,Students from other developing and emerging countries,Saarland,,2203
2019,Number,Time series,Students from other developing and emerging countries,Saarland,,2441
2005,Number,Time series,Students from other developing and emerging countries,Saxony,,4328
2006,Number,Time series,Students from other developing and emerging countries,Saxony,,4440
2007,Number,Time series,Students from other developing and emerging countries,Saxony,,4601
2008,Number,Time series,Students from other developing and emerging countries,Saxony,,4440
2009,Number,Time series,Students from other developing and emerging countries,Saxony,,4624
2010,Number,Time series,Students from other developing and emerging countries,Saxony,,4789
2011,Number,Time series,Students from other developing and emerging countries,Saxony,,5172
2012,Number,Time series,Students from other developing and emerging countries,Saxony,,5850
2013,Number,Time series,Students from other developing and emerging countries,Saxony,,6813
2014,Number,Time series,Students from other developing and emerging countries,Saxony,,7861
2015,Number,Time series,Students from other developing and emerging countries,Saxony,,9042
2016,Number,Time series,Students from other developing and emerging countries,Saxony,,9496
2017,Number,Time series,Students from other developing and emerging countries,Saxony,,9846
2018,Number,Time series,Students from other developing and emerging countries,Saxony,,10885
2019,Number,Time series,Students from other developing and emerging countries,Saxony,,11245
2005,Number,Time series,Students from other developing and emerging countries,Saxony-Anhalt,,2825
2006,Number,Time series,Students from other developing and emerging countries,Saxony-Anhalt,,2964
2007,Number,Time series,Students from other developing and emerging countries,Saxony-Anhalt,,2997
2008,Number,Time series,Students from other developing and emerging countries,Saxony-Anhalt,,2976
2009,Number,Time series,Students from other developing and emerging countries,Saxony-Anhalt,,3142
2010,Number,Time series,Students from other developing and emerging countries,Saxony-Anhalt,,3330
2011,Number,Time series,Students from other developing and emerging countries,Saxony-Anhalt,,3633
2012,Number,Time series,Students from other developing and emerging countries,Saxony-Anhalt,,3962
2013,Number,Time series,Students from other developing and emerging countries,Saxony-Anhalt,,4198
2014,Number,Time series,Students from other developing and emerging countries,Saxony-Anhalt,,4561
2015,Number,Time series,Students from other developing and emerging countries,Saxony-Anhalt,,4970
2016,Number,Time series,Students from other developing and emerging countries,Saxony-Anhalt,,5061
2017,Number,Time series,Students from other developing and emerging countries,Saxony-Anhalt,,5401
2018,Number,Time series,Students from other developing and emerging countries,Saxony-Anhalt,,5810
2019,Number,Time series,Students from other developing and emerging countries,Saxony-Anhalt,,6336
2005,Number,Time series,Students from other developing and emerging countries,Schleswig-Holstein,,2071
2006,Number,Time series,Students from other developing and emerging countries,Schleswig-Holstein,,2135
2007,Number,Time series,Students from other developing and emerging countries,Schleswig-Holstein,,2149
2008,Number,Time series,Students from other developing and emerging countries,Schleswig-Holstein,,2131
2009,Number,Time series,Students from other developing and emerging countries,Schleswig-Holstein,,2192
2010,Number,Time series,Students from other developing and emerging countries,Schleswig-Holstein,,2219
2011,Number,Time series,Students from other developing and emerging countries,Schleswig-Holstein,,2248
2012,Number,Time series,Students from other developing and emerging countries,Schleswig-Holstein,,2356
2013,Number,Time series,Students from other developing and emerging countries,Schleswig-Holstein,,2400
2014,Number,Time series,Students from other developing and emerging countries,Schleswig-Holstein,,2575
2015,Number,Time series,Students from other developing and emerging countries,Schleswig-Holstein,,2741
2016,Number,Time series,Students from other developing and emerging countries,Schleswig-Holstein,,3116
2017,Number,Time series,Students from other developing and emerging countries,Schleswig-Holstein,,3101
2018,Number,Time series,Students from other developing and emerging countries,Schleswig-Holstein,,3358
2019,Number,Time series,Students from other developing and emerging countries,Schleswig-Holstein,,3549
2005,Number,Time series,Students from other developing and emerging countries,Thuringia,,1615
2006,Number,Time series,Students from other developing and emerging countries,Thuringia,,1759
2007,Number,Time series,Students from other developing and emerging countries,Thuringia,,1971
2008,Number,Time series,Students from other developing and emerging countries,Thuringia,,1937
2009,Number,Time series,Students from other developing and emerging countries,Thuringia,,2169
2010,Number,Time series,Students from other developing and emerging countries,Thuringia,,2437
2011,Number,Time series,Students from other developing and emerging countries,Thuringia,,2517
2012,Number,Time series,Students from other developing and emerging countries,Thuringia,,2860
2013,Number,Time series,Students from other developing and emerging countries,Thuringia,,3396
2014,Number,Time series,Students from other developing and emerging countries,Thuringia,,3852
2015,Number,Time series,Students from other developing and emerging countries,Thuringia,,4243
2016,Number,Time series,Students from other developing and emerging countries,Thuringia,,4488
2017,Number,Time series,Students from other developing and emerging countries,Thuringia,,4846
2018,Number,Time series,Students from other developing and emerging countries,Thuringia,,5500
2019,Number,Time series,Students from other developing and emerging countries,Thuringia,,6655
2005,Number,Time series,Researchers from LDCs,,,209
2006,Number,Time series,Researchers from LDCs,,,212
2007,Number,Time series,Researchers from LDCs,,,207
2008,Number,Time series,Researchers from LDCs,,,254
2009,Number,Time series,Researchers from LDCs,,,299
2010,Number,Time series,Researchers from LDCs,,,331
2011,Number,Time series,Researchers from LDCs,,,382
2012,Number,Time series,Researchers from LDCs,,,420
2013,Number,Time series,Researchers from LDCs,,,476
2014,Number,Time series,Researchers from LDCs,,,500
2015,Number,Time series,Researchers from LDCs,,,517
2016,Number,Time series,Researchers from LDCs,,,558
2017,Number,Time series,Researchers from LDCs,,,649
2018,Number,Time series,Researchers from LDCs,,,687
2019,Number,Time series,Researchers from LDCs,,,681
2006,Number,Time series,Researchers from LDCs,Baden-Wuerttemberg,,40
2007,Number,Time series,Researchers from LDCs,Baden-Wuerttemberg,,45
2008,Number,Time series,Researchers from LDCs,Baden-Wuerttemberg,,52
2009,Number,Time series,Researchers from LDCs,Baden-Wuerttemberg,,51
2010,Number,Time series,Researchers from LDCs,Baden-Wuerttemberg,,57
2011,Number,Time series,Researchers from LDCs,Baden-Wuerttemberg,,85
2012,Number,Time series,Researchers from LDCs,Baden-Wuerttemberg,,96
2013,Number,Time series,Researchers from LDCs,Baden-Wuerttemberg,,93
2014,Number,Time series,Researchers from LDCs,Baden-Wuerttemberg,,98
2015,Number,Time series,Researchers from LDCs,Baden-Wuerttemberg,,106
2016,Number,Time series,Researchers from LDCs,Baden-Wuerttemberg,,118
2017,Number,Time series,Researchers from LDCs,Baden-Wuerttemberg,,150
2018,Number,Time series,Researchers from LDCs,Baden-Wuerttemberg,,140
2019,Number,Time series,Researchers from LDCs,Baden-Wuerttemberg,,141
2006,Number,Time series,Researchers from LDCs,Bavaria,,26
2007,Number,Time series,Researchers from LDCs,Bavaria,,23
2008,Number,Time series,Researchers from LDCs,Bavaria,,24
2009,Number,Time series,Researchers from LDCs,Bavaria,,35
2010,Number,Time series,Researchers from LDCs,Bavaria,,39
2011,Number,Time series,Researchers from LDCs,Bavaria,,57
2012,Number,Time series,Researchers from LDCs,Bavaria,,67
2013,Number,Time series,Researchers from LDCs,Bavaria,,68
2014,Number,Time series,Researchers from LDCs,Bavaria,,71
2015,Number,Time series,Researchers from LDCs,Bavaria,,70
2016,Number,Time series,Researchers from LDCs,Bavaria,,60
2017,Number,Time series,Researchers from LDCs,Bavaria,,75
2018,Number,Time series,Researchers from LDCs,Bavaria,,63
2019,Number,Time series,Researchers from LDCs,Bavaria,,76
2006,Number,Time series,Researchers from LDCs,Berlin,,6
2007,Number,Time series,Researchers from LDCs,Berlin,,5
2008,Number,Time series,Researchers from LDCs,Berlin,,7
2009,Number,Time series,Researchers from LDCs,Berlin,,8
2010,Number,Time series,Researchers from LDCs,Berlin,,10
2011,Number,Time series,Researchers from LDCs,Berlin,,11
2012,Number,Time series,Researchers from LDCs,Berlin,,12
2013,Number,Time series,Researchers from LDCs,Berlin,,19
2014,Number,Time series,Researchers from LDCs,Berlin,,22
2015,Number,Time series,Researchers from LDCs,Berlin,,25
2016,Number,Time series,Researchers from LDCs,Berlin,,34
2017,Number,Time series,Researchers from LDCs,Berlin,,30
2018,Number,Time series,Researchers from LDCs,Berlin,,31
2019,Number,Time series,Researchers from LDCs,Berlin,,35
2006,Number,Time series,Researchers from LDCs,Brandenburg,,3
2007,Number,Time series,Researchers from LDCs,Brandenburg,,2
2008,Number,Time series,Researchers from LDCs,Brandenburg,,6
2009,Number,Time series,Researchers from LDCs,Brandenburg,,8
2010,Number,Time series,Researchers from LDCs,Brandenburg,,8
2011,Number,Time series,Researchers from LDCs,Brandenburg,,5
2012,Number,Time series,Researchers from LDCs,Brandenburg,,8
2013,Number,Time series,Researchers from LDCs,Brandenburg,,7
2014,Number,Time series,Researchers from LDCs,Brandenburg,,4
2015,Number,Time series,Researchers from LDCs,Brandenburg,,7
2016,Number,Time series,Researchers from LDCs,Brandenburg,,13
2017,Number,Time series,Researchers from LDCs,Brandenburg,,6
2018,Number,Time series,Researchers from LDCs,Brandenburg,,8
2019,Number,Time series,Researchers from LDCs,Brandenburg,,18
2006,Number,Time series,Researchers from LDCs,Bremen,,5
2007,Number,Time series,Researchers from LDCs,Bremen,,3
2008,Number,Time series,Researchers from LDCs,Bremen,,6
2009,Number,Time series,Researchers from LDCs,Bremen,,8
2010,Number,Time series,Researchers from LDCs,Bremen,,8
2011,Number,Time series,Researchers from LDCs,Bremen,,6
2012,Number,Time series,Researchers from LDCs,Bremen,,5
2013,Number,Time series,Researchers from LDCs,Bremen,,10
2014,Number,Time series,Researchers from LDCs,Bremen,,9
2015,Number,Time series,Researchers from LDCs,Bremen,,13
2016,Number,Time series,Researchers from LDCs,Bremen,,11
2017,Number,Time series,Researchers from LDCs,Bremen,,11
2018,Number,Time series,Researchers from LDCs,Bremen,,10
2019,Number,Time series,Researchers from LDCs,Bremen,,11
2006,Number,Time series,Researchers from LDCs,Hamburg,,8
2007,Number,Time series,Researchers from LDCs,Hamburg,,11
2008,Number,Time series,Researchers from LDCs,Hamburg,,5
2009,Number,Time series,Researchers from LDCs,Hamburg,,7
2010,Number,Time series,Researchers from LDCs,Hamburg,,14
2011,Number,Time series,Researchers from LDCs,Hamburg,,14
2012,Number,Time series,Researchers from LDCs,Hamburg,,14
2013,Number,Time series,Researchers from LDCs,Hamburg,,19
2014,Number,Time series,Researchers from LDCs,Hamburg,,20
2015,Number,Time series,Researchers from LDCs,Hamburg,,15
2016,Number,Time series,Researchers from LDCs,Hamburg,,19
2017,Number,Time series,Researchers from LDCs,Hamburg,,23
2018,Number,Time series,Researchers from LDCs,Hamburg,,20
2019,Number,Time series,Researchers from LDCs,Hamburg,,19
2006,Number,Time series,Researchers from LDCs,Hesse,,18
2007,Number,Time series,Researchers from LDCs,Hesse,,19
2008,Number,Time series,Researchers from LDCs,Hesse,,20
2009,Number,Time series,Researchers from LDCs,Hesse,,17
2010,Number,Time series,Researchers from LDCs,Hesse,,27
2011,Number,Time series,Researchers from LDCs,Hesse,,25
2012,Number,Time series,Researchers from LDCs,Hesse,,26
2013,Number,Time series,Researchers from LDCs,Hesse,,36
2014,Number,Time series,Researchers from LDCs,Hesse,,40
2015,Number,Time series,Researchers from LDCs,Hesse,,42
2016,Number,Time series,Researchers from LDCs,Hesse,,53
2017,Number,Time series,Researchers from LDCs,Hesse,,58
2018,Number,Time series,Researchers from LDCs,Hesse,,59
2019,Number,Time series,Researchers from LDCs,Hesse,,43
2006,Number,Time series,Researchers from LDCs,Mecklenburg Western Pomerania,,5
2007,Number,Time series,Researchers from LDCs,Mecklenburg Western Pomerania,,3
2008,Number,Time series,Researchers from LDCs,Mecklenburg Western Pomerania,,4
2009,Number,Time series,Researchers from LDCs,Mecklenburg Western Pomerania,,5
2010,Number,Time series,Researchers from LDCs,Mecklenburg Western Pomerania,,5
2011,Number,Time series,Researchers from LDCs,Mecklenburg Western Pomerania,,14
2012,Number,Time series,Researchers from LDCs,Mecklenburg Western Pomerania,,11
2013,Number,Time series,Researchers from LDCs,Mecklenburg Western Pomerania,,11
2014,Number,Time series,Researchers from LDCs,Mecklenburg Western Pomerania,,13
2015,Number,Time series,Researchers from LDCs,Mecklenburg Western Pomerania,,9
2016,Number,Time series,Researchers from LDCs,Mecklenburg Western Pomerania,,13
2017,Number,Time series,Researchers from LDCs,Mecklenburg Western Pomerania,,17
2018,Number,Time series,Researchers from LDCs,Mecklenburg Western Pomerania,,13
2019,Number,Time series,Researchers from LDCs,Mecklenburg Western Pomerania,,9
2006,Number,Time series,Researchers from LDCs,Lower Saxony,,32
2007,Number,Time series,Researchers from LDCs,Lower Saxony,,27
2008,Number,Time series,Researchers from LDCs,Lower Saxony,,26
2009,Number,Time series,Researchers from LDCs,Lower Saxony,,30
2010,Number,Time series,Researchers from LDCs,Lower Saxony,,30
2011,Number,Time series,Researchers from LDCs,Lower Saxony,,26
2012,Number,Time series,Researchers from LDCs,Lower Saxony,,31
2013,Number,Time series,Researchers from LDCs,Lower Saxony,,35
2014,Number,Time series,Researchers from LDCs,Lower Saxony,,41
2015,Number,Time series,Researchers from LDCs,Lower Saxony,,41
2016,Number,Time series,Researchers from LDCs,Lower Saxony,,48
2017,Number,Time series,Researchers from LDCs,Lower Saxony,,57
2018,Number,Time series,Researchers from LDCs,Lower Saxony,,58
2019,Number,Time series,Researchers from LDCs,Lower Saxony,,49
2006,Number,Time series,Researchers from LDCs,North Rhine-Westphalia,,24
2007,Number,Time series,Researchers from LDCs,North Rhine-Westphalia,,24
2008,Number,Time series,Researchers from LDCs,North Rhine-Westphalia,,48
2009,Number,Time series,Researchers from LDCs,North Rhine-Westphalia,,51
2010,Number,Time series,Researchers from LDCs,North Rhine-Westphalia,,51
2011,Number,Time series,Researchers from LDCs,North Rhine-Westphalia,,63
2012,Number,Time series,Researchers from LDCs,North Rhine-Westphalia,,64
2013,Number,Time series,Researchers from LDCs,North Rhine-Westphalia,,85
2014,Number,Time series,Researchers from LDCs,North Rhine-Westphalia,,87
2015,Number,Time series,Researchers from LDCs,North Rhine-Westphalia,,89
2016,Number,Time series,Researchers from LDCs,North Rhine-Westphalia,,99
2017,Number,Time series,Researchers from LDCs,North Rhine-Westphalia,,113
2018,Number,Time series,Researchers from LDCs,North Rhine-Westphalia,,127
2019,Number,Time series,Researchers from LDCs,North Rhine-Westphalia,,123
2006,Number,Time series,Researchers from LDCs,Rhineland Palatinate,,10
2007,Number,Time series,Researchers from LDCs,Rhineland Palatinate,,13
2008,Number,Time series,Researchers from LDCs,Rhineland Palatinate,,15
2009,Number,Time series,Researchers from LDCs,Rhineland Palatinate,,19
2010,Number,Time series,Researchers from LDCs,Rhineland Palatinate,,20
2011,Number,Time series,Researchers from LDCs,Rhineland Palatinate,,18
2012,Number,Time series,Researchers from LDCs,Rhineland Palatinate,,19
2013,Number,Time series,Researchers from LDCs,Rhineland Palatinate,,15
2014,Number,Time series,Researchers from LDCs,Rhineland Palatinate,,16
2015,Number,Time series,Researchers from LDCs,Rhineland Palatinate,,17
2016,Number,Time series,Researchers from LDCs,Rhineland Palatinate,,15
2017,Number,Time series,Researchers from LDCs,Rhineland Palatinate,,21
2018,Number,Time series,Researchers from LDCs,Rhineland Palatinate,,25
2019,Number,Time series,Researchers from LDCs,Rhineland Palatinate,,31
2006,Number,Time series,Researchers from LDCs,Saarland,,3
2007,Number,Time series,Researchers from LDCs,Saarland,,3
2008,Number,Time series,Researchers from LDCs,Saarland,,4
