Year,Units,Anzeigen,Zeitreihe,Region,GeoCode,Value
2016,Anzahl,Zeitreihe,Studierende aus LDCs,Mecklenburg-Vorpommern,,141
2017,Anzahl,Zeitreihe,Studierende aus LDCs,Mecklenburg-Vorpommern,,143
2018,Anzahl,Zeitreihe,Studierende aus LDCs,Mecklenburg-Vorpommern,,172
2019,Anzahl,Zeitreihe,Studierende aus LDCs,Mecklenburg-Vorpommern,,177
2005,Anzahl,Zeitreihe,Studierende aus LDCs,Niedersachsen,,374
2006,Anzahl,Zeitreihe,Studierende aus LDCs,Niedersachsen,,351
2007,Anzahl,Zeitreihe,Studierende aus LDCs,Niedersachsen,,340
2008,Anzahl,Zeitreihe,Studierende aus LDCs,Niedersachsen,,337
2009,Anzahl,Zeitreihe,Studierende aus LDCs,Niedersachsen,,332
2010,Anzahl,Zeitreihe,Studierende aus LDCs,Niedersachsen,,388
2011,Anzahl,Zeitreihe,Studierende aus LDCs,Niedersachsen,,406
2012,Anzahl,Zeitreihe,Studierende aus LDCs,Niedersachsen,,424
2013,Anzahl,Zeitreihe,Studierende aus LDCs,Niedersachsen,,467
2014,Anzahl,Zeitreihe,Studierende aus LDCs,Niedersachsen,,535
2015,Anzahl,Zeitreihe,Studierende aus LDCs,Niedersachsen,,597
2016,Anzahl,Zeitreihe,Studierende aus LDCs,Niedersachsen,,667
2017,Anzahl,Zeitreihe,Studierende aus LDCs,Niedersachsen,,703
2018,Anzahl,Zeitreihe,Studierende aus LDCs,Niedersachsen,,757
2019,Anzahl,Zeitreihe,Studierende aus LDCs,Niedersachsen,,830
2005,Anzahl,Zeitreihe,Studierende aus LDCs,Nordrhein-Westfalen,,1261
2006,Anzahl,Zeitreihe,Studierende aus LDCs,Nordrhein-Westfalen,,1213
2007,Anzahl,Zeitreihe,Studierende aus LDCs,Nordrhein-Westfalen,,1183
2008,Anzahl,Zeitreihe,Studierende aus LDCs,Nordrhein-Westfalen,,1229
2009,Anzahl,Zeitreihe,Studierende aus LDCs,Nordrhein-Westfalen,,1304
2010,Anzahl,Zeitreihe,Studierende aus LDCs,Nordrhein-Westfalen,,1393
2011,Anzahl,Zeitreihe,Studierende aus LDCs,Nordrhein-Westfalen,,1666
2012,Anzahl,Zeitreihe,Studierende aus LDCs,Nordrhein-Westfalen,,1865
2013,Anzahl,Zeitreihe,Studierende aus LDCs,Nordrhein-Westfalen,,2057
2014,Anzahl,Zeitreihe,Studierende aus LDCs,Nordrhein-Westfalen,,2399
2015,Anzahl,Zeitreihe,Studierende aus LDCs,Nordrhein-Westfalen,,2518
2016,Anzahl,Zeitreihe,Studierende aus LDCs,Nordrhein-Westfalen,,2666
2017,Anzahl,Zeitreihe,Studierende aus LDCs,Nordrhein-Westfalen,,2684
2018,Anzahl,Zeitreihe,Studierende aus LDCs,Nordrhein-Westfalen,,2921
2019,Anzahl,Zeitreihe,Studierende aus LDCs,Nordrhein-Westfalen,,3316
2005,Anzahl,Zeitreihe,Studierende aus LDCs,Rheinland-Pfalz,,239
2006,Anzahl,Zeitreihe,Studierende aus LDCs,Rheinland-Pfalz,,271
2007,Anzahl,Zeitreihe,Studierende aus LDCs,Rheinland-Pfalz,,313
2008,Anzahl,Zeitreihe,Studierende aus LDCs,Rheinland-Pfalz,,335
2009,Anzahl,Zeitreihe,Studierende aus LDCs,Rheinland-Pfalz,,336
2010,Anzahl,Zeitreihe,Studierende aus LDCs,Rheinland-Pfalz,,373
2011,Anzahl,Zeitreihe,Studierende aus LDCs,Rheinland-Pfalz,,344
2012,Anzahl,Zeitreihe,Studierende aus LDCs,Rheinland-Pfalz,,339
2013,Anzahl,Zeitreihe,Studierende aus LDCs,Rheinland-Pfalz,,348
2014,Anzahl,Zeitreihe,Studierende aus LDCs,Rheinland-Pfalz,,389
2015,Anzahl,Zeitreihe,Studierende aus LDCs,Rheinland-Pfalz,,409
2016,Anzahl,Zeitreihe,Studierende aus LDCs,Rheinland-Pfalz,,422
2017,Anzahl,Zeitreihe,Studierende aus LDCs,Rheinland-Pfalz,,432
2018,Anzahl,Zeitreihe,Studierende aus LDCs,Rheinland-Pfalz,,500
2019,Anzahl,Zeitreihe,Studierende aus LDCs,Rheinland-Pfalz,,562
2005,Anzahl,Zeitreihe,Studierende aus LDCs,Saarland,,95
2006,Anzahl,Zeitreihe,Studierende aus LDCs,Saarland,,93
2007,Anzahl,Zeitreihe,Studierende aus LDCs,Saarland,,106
2008,Anzahl,Zeitreihe,Studierende aus LDCs,Saarland,,110
2009,Anzahl,Zeitreihe,Studierende aus LDCs,Saarland,,104
2010,Anzahl,Zeitreihe,Studierende aus LDCs,Saarland,,130
2011,Anzahl,Zeitreihe,Studierende aus LDCs,Saarland,,118
2012,Anzahl,Zeitreihe,Studierende aus LDCs,Saarland,,115
2013,Anzahl,Zeitreihe,Studierende aus LDCs,Saarland,,116
2014,Anzahl,Zeitreihe,Studierende aus LDCs,Saarland,,124
2015,Anzahl,Zeitreihe,Studierende aus LDCs,Saarland,,126
2016,Anzahl,Zeitreihe,Studierende aus LDCs,Saarland,,128
2017,Anzahl,Zeitreihe,Studierende aus LDCs,Saarland,,127
2018,Anzahl,Zeitreihe,Studierende aus LDCs,Saarland,,130
2019,Anzahl,Zeitreihe,Studierende aus LDCs,Saarland,,140
2005,Anzahl,Zeitreihe,Studierende aus LDCs,Sachsen,,184
2006,Anzahl,Zeitreihe,Studierende aus LDCs,Sachsen,,200
2007,Anzahl,Zeitreihe,Studierende aus LDCs,Sachsen,,195
2008,Anzahl,Zeitreihe,Studierende aus LDCs,Sachsen,,218
2009,Anzahl,Zeitreihe,Studierende aus LDCs,Sachsen,,240
2010,Anzahl,Zeitreihe,Studierende aus LDCs,Sachsen,,237
2011,Anzahl,Zeitreihe,Studierende aus LDCs,Sachsen,,272
2012,Anzahl,Zeitreihe,Studierende aus LDCs,Sachsen,,317
2013,Anzahl,Zeitreihe,Studierende aus LDCs,Sachsen,,378
2014,Anzahl,Zeitreihe,Studierende aus LDCs,Sachsen,,391
2015,Anzahl,Zeitreihe,Studierende aus LDCs,Sachsen,,434
2016,Anzahl,Zeitreihe,Studierende aus LDCs,Sachsen,,453
2017,Anzahl,Zeitreihe,Studierende aus LDCs,Sachsen,,449
2018,Anzahl,Zeitreihe,Studierende aus LDCs,Sachsen,,520
2019,Anzahl,Zeitreihe,Studierende aus LDCs,Sachsen,,631
2005,Anzahl,Zeitreihe,Studierende aus LDCs,Sachsen-Anhalt,,100
2006,Anzahl,Zeitreihe,Studierende aus LDCs,Sachsen-Anhalt,,93
2007,Anzahl,Zeitreihe,Studierende aus LDCs,Sachsen-Anhalt,,88
2008,Anzahl,Zeitreihe,Studierende aus LDCs,Sachsen-Anhalt,,97
2009,Anzahl,Zeitreihe,Studierende aus LDCs,Sachsen-Anhalt,,121
2010,Anzahl,Zeitreihe,Studierende aus LDCs,Sachsen-Anhalt,,150
2011,Anzahl,Zeitreihe,Studierende aus LDCs,Sachsen-Anhalt,,171
2012,Anzahl,Zeitreihe,Studierende aus LDCs,Sachsen-Anhalt,,201
2013,Anzahl,Zeitreihe,Studierende aus LDCs,Sachsen-Anhalt,,227
2014,Anzahl,Zeitreihe,Studierende aus LDCs,Sachsen-Anhalt,,240
2015,Anzahl,Zeitreihe,Studierende aus LDCs,Sachsen-Anhalt,,282
2016,Anzahl,Zeitreihe,Studierende aus LDCs,Sachsen-Anhalt,,261
2017,Anzahl,Zeitreihe,Studierende aus LDCs,Sachsen-Anhalt,,288
2018,Anzahl,Zeitreihe,Studierende aus LDCs,Sachsen-Anhalt,,344
2019,Anzahl,Zeitreihe,Studierende aus LDCs,Sachsen-Anhalt,,459
2005,Anzahl,Zeitreihe,Studierende aus LDCs,Schleswig-Holstein,,105
2006,Anzahl,Zeitreihe,Studierende aus LDCs,Schleswig-Holstein,,118
2007,Anzahl,Zeitreihe,Studierende aus LDCs,Schleswig-Holstein,,132
2008,Anzahl,Zeitreihe,Studierende aus LDCs,Schleswig-Holstein,,150
2009,Anzahl,Zeitreihe,Studierende aus LDCs,Schleswig-Holstein,,171
2010,Anzahl,Zeitreihe,Studierende aus LDCs,Schleswig-Holstein,,160
2011,Anzahl,Zeitreihe,Studierende aus LDCs,Schleswig-Holstein,,181
2012,Anzahl,Zeitreihe,Studierende aus LDCs,Schleswig-Holstein,,196
2013,Anzahl,Zeitreihe,Studierende aus LDCs,Schleswig-Holstein,,213
2014,Anzahl,Zeitreihe,Studierende aus LDCs,Schleswig-Holstein,,201
2015,Anzahl,Zeitreihe,Studierende aus LDCs,Schleswig-Holstein,,184
2016,Anzahl,Zeitreihe,Studierende aus LDCs,Schleswig-Holstein,,221
2017,Anzahl,Zeitreihe,Studierende aus LDCs,Schleswig-Holstein,,270
2018,Anzahl,Zeitreihe,Studierende aus LDCs,Schleswig-Holstein,,295
2019,Anzahl,Zeitreihe,Studierende aus LDCs,Schleswig-Holstein,,339
2005,Anzahl,Zeitreihe,Studierende aus LDCs,Thüringen,,25
2006,Anzahl,Zeitreihe,Studierende aus LDCs,Thüringen,,29
2007,Anzahl,Zeitreihe,Studierende aus LDCs,Thüringen,,33
2008,Anzahl,Zeitreihe,Studierende aus LDCs,Thüringen,,54
2009,Anzahl,Zeitreihe,Studierende aus LDCs,Thüringen,,97
2010,Anzahl,Zeitreihe,Studierende aus LDCs,Thüringen,,147
2011,Anzahl,Zeitreihe,Studierende aus LDCs,Thüringen,,135
2012,Anzahl,Zeitreihe,Studierende aus LDCs,Thüringen,,150
2013,Anzahl,Zeitreihe,Studierende aus LDCs,Thüringen,,165
2014,Anzahl,Zeitreihe,Studierende aus LDCs,Thüringen,,179
2015,Anzahl,Zeitreihe,Studierende aus LDCs,Thüringen,,187
2016,Anzahl,Zeitreihe,Studierende aus LDCs,Thüringen,,223
2017,Anzahl,Zeitreihe,Studierende aus LDCs,Thüringen,,240
2018,Anzahl,Zeitreihe,Studierende aus LDCs,Thüringen,,274
2019,Anzahl,Zeitreihe,Studierende aus LDCs,Thüringen,,357
2005,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,,,129502
2006,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,,,129631
2007,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,,,124181
2008,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,,,127067
2009,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,,,131633
2010,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,,,136445
2011,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,,,140304
2012,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,,,150880
2013,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,,,164098
2014,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,,,176768
2015,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,,,190403
2016,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,,,204694
2017,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,,,219306
2018,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,,,236609
2019,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,,,251488
2005,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Baden-Württemberg,,18582
2006,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Baden-Württemberg,,18379
2007,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Baden-Württemberg,,17473
2008,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Baden-Württemberg,,17650
2009,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Baden-Württemberg,,18418
2010,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Baden-Württemberg,,19111
2011,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Baden-Württemberg,,19082
2012,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Baden-Württemberg,,21116
2013,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Baden-Württemberg,,22842
2014,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Baden-Württemberg,,24597
2015,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Baden-Württemberg,,26283
2016,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Baden-Württemberg,,28310
2017,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Baden-Württemberg,,28393
2018,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Baden-Württemberg,,27934
2019,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Baden-Württemberg,,27198
2005,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Bayern,,12251
2006,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Bayern,,12721
2007,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Bayern,,12324
2008,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Bayern,,12533
2009,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Bayern,,12980
2010,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Bayern,,13620
2011,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Bayern,,14060
2012,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Bayern,,15284
2013,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Bayern,,17719
2014,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Bayern,,19151
2015,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Bayern,,21169
2016,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Bayern,,23123
2017,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Bayern,,26821
2018,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Bayern,,30524
2019,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Bayern,,33606
2005,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Berlin,,9047
2006,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Berlin,,8871
2007,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Berlin,,9202
2008,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Berlin,,9570
2009,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Berlin,,9868
2010,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Berlin,,10512
2011,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Berlin,,10747
2012,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Berlin,,11270
2013,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Berlin,,12157
2014,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Berlin,,12996
2015,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Berlin,,14133
2016,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Berlin,,15513
2017,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Berlin,,18083
2018,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Berlin,,20159
2019,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Berlin,,22166
2005,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Brandenburg,,2288
2006,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Brandenburg,,2347
2007,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Brandenburg,,2396
2008,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Brandenburg,,2423
2009,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Brandenburg,,2524
2010,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Brandenburg,,2536
2011,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Brandenburg,,2678
2012,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Brandenburg,,2969
2013,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Brandenburg,,3080
2014,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Brandenburg,,3246
2015,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Brandenburg,,3462
2016,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Brandenburg,,3827
2017,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Brandenburg,,4263
2018,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Brandenburg,,4618
2019,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Brandenburg,,4978
2005,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Bremen,,3751
2006,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Bremen,,3484
2007,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Bremen,,3339
2008,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Bremen,,3236
2009,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Bremen,,3109
2010,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Bremen,,2958
2011,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Bremen,,2961
2012,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Bremen,,2993
2013,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Bremen,,3119
2014,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Bremen,,3305
2015,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Bremen,,3385
2016,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Bremen,,3555
2017,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Bremen,,3985
2018,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Bremen,,4150
2019,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Bremen,,4500
2005,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Hamburg,,4837
2006,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Hamburg,,4860
2007,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Hamburg,,4484
2008,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Hamburg,,4496
2009,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Hamburg,,4606
2010,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Hamburg,,4757
2011,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Hamburg,,4978
2012,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Hamburg,,5344
2013,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Hamburg,,5471
2014,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Hamburg,,5623
2015,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Hamburg,,5970
2016,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Hamburg,,6349
2017,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Hamburg,,6778
2018,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Hamburg,,7608
2019,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Hamburg,,7888
2005,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Hessen,,13808
2006,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Hessen,,13737
2007,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Hessen,,12328
2008,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Hessen,,14027
2009,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Hessen,,15436
2010,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Hessen,,16660
2011,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Hessen,,16633
2012,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Hessen,,17584
2013,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Hessen,,18830
2014,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Hessen,,19958
2015,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Hessen,,21090
2016,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Hessen,,22111
2017,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Hessen,,23165
2018,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Hessen,,24689
2019,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Hessen,,25741
2005,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Mecklenburg-Vorpommern,,1071
2006,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Mecklenburg-Vorpommern,,1056
2007,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Mecklenburg-Vorpommern,,1063
2008,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Mecklenburg-Vorpommern,,1028
2009,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Mecklenburg-Vorpommern,,1105
2010,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Mecklenburg-Vorpommern,,1160
2011,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Mecklenburg-Vorpommern,,1160
2012,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Mecklenburg-Vorpommern,,1188
2013,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Mecklenburg-Vorpommern,,1329
2014,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Mecklenburg-Vorpommern,,1437
2015,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Mecklenburg-Vorpommern,,1664
2016,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Mecklenburg-Vorpommern,,1955
2017,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Mecklenburg-Vorpommern,,2406
2018,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Mecklenburg-Vorpommern,,2691
2019,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Mecklenburg-Vorpommern,,2785
2005,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Niedersachsen,,10134
2006,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Niedersachsen,,9857
2007,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Niedersachsen,,9224
2008,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Niedersachsen,,9284
2009,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Niedersachsen,,9243
2010,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Niedersachsen,,9143
2011,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Niedersachsen,,9105
2012,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Niedersachsen,,9668
2013,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Niedersachsen,,10475
2014,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Niedersachsen,,11479
2015,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Niedersachsen,,12813
2016,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Niedersachsen,,13967
2017,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Niedersachsen,,15599
2018,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Niedersachsen,,17043
2019,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Niedersachsen,,18259
2005,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Nordrhein-Westfalen,,35892
2006,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Nordrhein-Westfalen,,35688
2007,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Nordrhein-Westfalen,,32856
2008,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Nordrhein-Westfalen,,33436
2009,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Nordrhein-Westfalen,,34448
2010,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Nordrhein-Westfalen,,35346
2011,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Nordrhein-Westfalen,,37622
2012,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Nordrhein-Westfalen,,40638
2013,Anzahl,Zeitreihe,Studierende aus den übrigen Entwicklungs- und Schwellenländern,Nordrhein-Westfalen,,44330
