Year,Units,federal state,GeoCode,criminal offences,Value
1999,"per 100,000 inhabitants",rhineland palatinate,code07,Straftaten insgesamt,6651.262
2000,"per 100,000 inhabitants",rhineland palatinate,code07,Straftaten insgesamt,6711.046
2001,"per 100,000 inhabitants",rhineland palatinate,code07,Straftaten insgesamt,6509.26
2002,"per 100,000 inhabitants",rhineland palatinate,code07,Straftaten insgesamt,6944.264
2003,"per 100,000 inhabitants",rhineland palatinate,code07,Straftaten insgesamt,7101.824
2004,"per 100,000 inhabitants",rhineland palatinate,code07,Straftaten insgesamt,7416.831
2005,"per 100,000 inhabitants",rhineland palatinate,code07,Straftaten insgesamt,7344.912
2006,"per 100,000 inhabitants",rhineland palatinate,code07,Straftaten insgesamt,7375.449
2007,"per 100,000 inhabitants",rhineland palatinate,code07,Straftaten insgesamt,7129.584
2008,"per 100,000 inhabitants",rhineland palatinate,code07,Straftaten insgesamt,7274.451
2009,"per 100,000 inhabitants",rhineland palatinate,code07,Straftaten insgesamt,7044.378
2010,"per 100,000 inhabitants",rhineland palatinate,code07,Straftaten insgesamt,6989.426
2011,"per 100,000 inhabitants",rhineland palatinate,code07,Straftaten insgesamt,6877.573
2012,"per 100,000 inhabitants",rhineland palatinate,code07,Straftaten insgesamt,6703.478
2013,"per 100,000 inhabitants",rhineland palatinate,code07,Straftaten insgesamt,6702.3
2014,"per 100,000 inhabitants",rhineland palatinate,code07,Straftaten insgesamt,6623.2
2015,"per 100,000 inhabitants",rhineland palatinate,code07,Straftaten insgesamt,6817.535
2016,"per 100,000 inhabitants",rhineland palatinate,code07,Straftaten insgesamt,6775.385
2017,"per 100,000 inhabitants",rhineland palatinate,code07,Straftaten insgesamt,6190.598
2018,"per 100,000 inhabitants",rhineland palatinate,code07,Straftaten insgesamt,6001.16
2019,"per 100,000 inhabitants",rhineland palatinate,code07,Straftaten insgesamt,5912.808
2020,"per 100,000 inhabitants",rhineland palatinate,code07,Straftaten insgesamt,5625.536
2021,"per 100,000 inhabitants",rhineland palatinate,code07,Straftaten insgesamt,5302.203
1993,"per 100,000 inhabitants",saarland,code10,Straftaten insgesamt,6278.272
1994,"per 100,000 inhabitants",saarland,code10,Straftaten insgesamt,5852.276
1995,"per 100,000 inhabitants",saarland,code10,Straftaten insgesamt,5983.061
1996,"per 100,000 inhabitants",saarland,code10,Straftaten insgesamt,6315.61
1997,"per 100,000 inhabitants",saarland,code10,Straftaten insgesamt,6273.252
1998,"per 100,000 inhabitants",saarland,code10,Straftaten insgesamt,6055.088
1999,"per 100,000 inhabitants",saarland,code10,Straftaten insgesamt,5823.678
2000,"per 100,000 inhabitants",saarland,code10,Straftaten insgesamt,6042.876
2001,"per 100,000 inhabitants",saarland,code10,Straftaten insgesamt,5719.677
2002,"per 100,000 inhabitants",saarland,code10,Straftaten insgesamt,6865.81
2003,"per 100,000 inhabitants",saarland,code10,Straftaten insgesamt,7075.431
2004,"per 100,000 inhabitants",saarland,code10,Straftaten insgesamt,7384.278
2005,"per 100,000 inhabitants",saarland,code10,Straftaten insgesamt,7384.378
2006,"per 100,000 inhabitants",saarland,code10,Straftaten insgesamt,7629.258
2007,"per 100,000 inhabitants",saarland,code10,Straftaten insgesamt,7162.618
2008,"per 100,000 inhabitants",saarland,code10,Straftaten insgesamt,7638.729
2009,"per 100,000 inhabitants",saarland,code10,Straftaten insgesamt,7335.319
2010,"per 100,000 inhabitants",saarland,code10,Straftaten insgesamt,7133.975
2011,"per 100,000 inhabitants",saarland,code10,Straftaten insgesamt,6913.809
2012,"per 100,000 inhabitants",saarland,code10,Straftaten insgesamt,7302.865
2013,"per 100,000 inhabitants",saarland,code10,Straftaten insgesamt,7295.7
2014,"per 100,000 inhabitants",saarland,code10,Straftaten insgesamt,7641.5
2015,"per 100,000 inhabitants",saarland,code10,Straftaten insgesamt,7885.767
2016,"per 100,000 inhabitants",saarland,code10,Straftaten insgesamt,7732.145
2017,"per 100,000 inhabitants",saarland,code10,Straftaten insgesamt,7109.811
2018,"per 100,000 inhabitants",saarland,code10,Straftaten insgesamt,7128.739
2019,"per 100,000 inhabitants",saarland,code10,Straftaten insgesamt,7543.495
2020,"per 100,000 inhabitants",saarland,code10,Straftaten insgesamt,6930.885
2021,"per 100,000 inhabitants",saarland,code10,Straftaten insgesamt,5960.522
1993,"per 100,000 inhabitants",saxony,code14,Straftaten insgesamt,7652.857
1994,"per 100,000 inhabitants",saxony,code14,Straftaten insgesamt,8402.371
1995,"per 100,000 inhabitants",saxony,code14,Straftaten insgesamt,8831.66
1996,"per 100,000 inhabitants",saxony,code14,Straftaten insgesamt,8619.387
1997,"per 100,000 inhabitants",saxony,code14,Straftaten insgesamt,8086.722
1998,"per 100,000 inhabitants",saxony,code14,Straftaten insgesamt,8157.421
1999,"per 100,000 inhabitants",saxony,code14,Straftaten insgesamt,8254.225
2000,"per 100,000 inhabitants",saxony,code14,Straftaten insgesamt,7883.492
2001,"per 100,000 inhabitants",saxony,code14,Straftaten insgesamt,8029.526
2002,"per 100,000 inhabitants",saxony,code14,Straftaten insgesamt,7761.987
2003,"per 100,000 inhabitants",saxony,code14,Straftaten insgesamt,8210.91
2004,"per 100,000 inhabitants",saxony,code14,Straftaten insgesamt,7871.042
2005,"per 100,000 inhabitants",saxony,code14,Straftaten insgesamt,7510.035
2006,"per 100,000 inhabitants",saxony,code14,Straftaten insgesamt,7311.846
2007,"per 100,000 inhabitants",saxony,code14,Straftaten insgesamt,7366.852
2008,"per 100,000 inhabitants",saxony,code14,Straftaten insgesamt,7129.874
2009,"per 100,000 inhabitants",saxony,code14,Straftaten insgesamt,6787.29
2010,"per 100,000 inhabitants",saxony,code14,Straftaten insgesamt,7107.245
2011,"per 100,000 inhabitants",saxony,code14,Straftaten insgesamt,7227.656
2012,"per 100,000 inhabitants",saxony,code14,Straftaten insgesamt,7705.771
2013,"per 100,000 inhabitants",saxony,code14,Straftaten insgesamt,7715.7
2014,"per 100,000 inhabitants",saxony,code14,Straftaten insgesamt,8086.1
2015,"per 100,000 inhabitants",saxony,code14,Straftaten insgesamt,7764.235
2016,"per 100,000 inhabitants",saxony,code14,Straftaten insgesamt,7949.764
2017,"per 100,000 inhabitants",saxony,code14,Straftaten insgesamt,7916.54
2018,"per 100,000 inhabitants",saxony,code14,Straftaten insgesamt,6831.045
2019,"per 100,000 inhabitants",saxony,code14,Straftaten insgesamt,6665.037
2020,"per 100,000 inhabitants",saxony,code14,Straftaten insgesamt,6694.252
2021,"per 100,000 inhabitants",saxony,code14,Straftaten insgesamt,6078.841
1993,"per 100,000 inhabitants",saxony-anhalt,code15,Straftaten insgesamt,10814.783
1994,"per 100,000 inhabitants",saxony-anhalt,code15,Straftaten insgesamt,10867.948
1995,"per 100,000 inhabitants",saxony-anhalt,code15,Straftaten insgesamt,11616.502
1996,"per 100,000 inhabitants",saxony-anhalt,code15,Straftaten insgesamt,11192.657
1997,"per 100,000 inhabitants",saxony-anhalt,code15,Straftaten insgesamt,10846.8
1998,"per 100,000 inhabitants",saxony-anhalt,code15,Straftaten insgesamt,10622.56
1999,"per 100,000 inhabitants",saxony-anhalt,code15,Straftaten insgesamt,9950.458
2000,"per 100,000 inhabitants",saxony-anhalt,code15,Straftaten insgesamt,9387.269
2001,"per 100,000 inhabitants",saxony-anhalt,code15,Straftaten insgesamt,9090.811
2002,"per 100,000 inhabitants",saxony-anhalt,code15,Straftaten insgesamt,9234.362
2003,"per 100,000 inhabitants",saxony-anhalt,code15,Straftaten insgesamt,9074.731
2004,"per 100,000 inhabitants",saxony-anhalt,code15,Straftaten insgesamt,9153.639
2005,"per 100,000 inhabitants",saxony-anhalt,code15,Straftaten insgesamt,8761.717
2006,"per 100,000 inhabitants",saxony-anhalt,code15,Straftaten insgesamt,8838.34
2007,"per 100,000 inhabitants",saxony-anhalt,code15,Straftaten insgesamt,8987.344
2008,"per 100,000 inhabitants",saxony-anhalt,code15,Straftaten insgesamt,8683.108
2009,"per 100,000 inhabitants",saxony-anhalt,code15,Straftaten insgesamt,8549.909
2010,"per 100,000 inhabitants",saxony-anhalt,code15,Straftaten insgesamt,8152.566
2011,"per 100,000 inhabitants",saxony-anhalt,code15,Straftaten insgesamt,8151.917
2012,"per 100,000 inhabitants",saxony-anhalt,code15,Straftaten insgesamt,8311.636
2013,"per 100,000 inhabitants",saxony-anhalt,code15,Straftaten insgesamt,8581.1
2014,"per 100,000 inhabitants",saxony-anhalt,code15,Straftaten insgesamt,8664.7
2015,"per 100,000 inhabitants",saxony-anhalt,code15,Straftaten insgesamt,8893.077
2016,"per 100,000 inhabitants",saxony-anhalt,code15,Straftaten insgesamt,8749.349
2017,"per 100,000 inhabitants",saxony-anhalt,code15,Straftaten insgesamt,8342.173
2018,"per 100,000 inhabitants",saxony-anhalt,code15,Straftaten insgesamt,7900.072
2019,"per 100,000 inhabitants",saxony-anhalt,code15,Straftaten insgesamt,7849.719
2020,"per 100,000 inhabitants",saxony-anhalt,code15,Straftaten insgesamt,8105.771
2021,"per 100,000 inhabitants",saxony-anhalt,code15,Straftaten insgesamt,7816.997
1993,"per 100,000 inhabitants",schleswig-holstein,code01,Straftaten insgesamt,10172.416
1994,"per 100,000 inhabitants",schleswig-holstein,code01,Straftaten insgesamt,9732.496
1995,"per 100,000 inhabitants",schleswig-holstein,code01,Straftaten insgesamt,10232.419
1996,"per 100,000 inhabitants",schleswig-holstein,code01,Straftaten insgesamt,9264.181
1997,"per 100,000 inhabitants",schleswig-holstein,code01,Straftaten insgesamt,9055.635
1998,"per 100,000 inhabitants",schleswig-holstein,code01,Straftaten insgesamt,9136.844
1999,"per 100,000 inhabitants",schleswig-holstein,code01,Straftaten insgesamt,8641.096
2000,"per 100,000 inhabitants",schleswig-holstein,code01,Straftaten insgesamt,8921.709
2001,"per 100,000 inhabitants",schleswig-holstein,code01,Straftaten insgesamt,8869.599
2002,"per 100,000 inhabitants",schleswig-holstein,code01,Straftaten insgesamt,9225.22
2003,"per 100,000 inhabitants",schleswig-holstein,code01,Straftaten insgesamt,9422.916
2004,"per 100,000 inhabitants",schleswig-holstein,code01,Straftaten insgesamt,9173.319
2005,"per 100,000 inhabitants",schleswig-holstein,code01,Straftaten insgesamt,8701.113
2006,"per 100,000 inhabitants",schleswig-holstein,code01,Straftaten insgesamt,8636.899
2007,"per 100,000 inhabitants",schleswig-holstein,code01,Straftaten insgesamt,8646.522
2008,"per 100,000 inhabitants",schleswig-holstein,code01,Straftaten insgesamt,8562.115
2009,"per 100,000 inhabitants",schleswig-holstein,code01,Straftaten insgesamt,8663.306
2010,"per 100,000 inhabitants",schleswig-holstein,code01,Straftaten insgesamt,7912.869
2011,"per 100,000 inhabitants",schleswig-holstein,code01,Straftaten insgesamt,7845.803
2012,"per 100,000 inhabitants",schleswig-holstein,code01,Straftaten insgesamt,7562.737
2013,"per 100,000 inhabitants",schleswig-holstein,code01,Straftaten insgesamt,7125.0
2014,"per 100,000 inhabitants",schleswig-holstein,code01,Straftaten insgesamt,7184.1
2015,"per 100,000 inhabitants",schleswig-holstein,code01,Straftaten insgesamt,7156.755
2016,"per 100,000 inhabitants",schleswig-holstein,code01,Straftaten insgesamt,7224.962
2017,"per 100,000 inhabitants",schleswig-holstein,code01,Straftaten insgesamt,6557.386
2018,"per 100,000 inhabitants",schleswig-holstein,code01,Straftaten insgesamt,6467.321
2019,"per 100,000 inhabitants",schleswig-holstein,code01,Straftaten insgesamt,6332.87
2020,"per 100,000 inhabitants",schleswig-holstein,code01,Straftaten insgesamt,5989.759
2021,"per 100,000 inhabitants",schleswig-holstein,code01,Straftaten insgesamt,6076.97
1993,"per 100,000 inhabitants",thuringia,code16,Straftaten insgesamt,6331.544
1994,"per 100,000 inhabitants",thuringia,code16,Straftaten insgesamt,6501.611
1995,"per 100,000 inhabitants",thuringia,code16,Straftaten insgesamt,7448.463
1996,"per 100,000 inhabitants",thuringia,code16,Straftaten insgesamt,7447.762
1997,"per 100,000 inhabitants",thuringia,code16,Straftaten insgesamt,6959.749
1998,"per 100,000 inhabitants",thuringia,code16,Straftaten insgesamt,7036.777
1999,"per 100,000 inhabitants",thuringia,code16,Straftaten insgesamt,6584.864
2000,"per 100,000 inhabitants",thuringia,code16,Straftaten insgesamt,6414.074
2001,"per 100,000 inhabitants",thuringia,code16,Straftaten insgesamt,6664.577
2002,"per 100,000 inhabitants",thuringia,code16,Straftaten insgesamt,6952.29
2003,"per 100,000 inhabitants",thuringia,code16,Straftaten insgesamt,6986.982
2004,"per 100,000 inhabitants",thuringia,code16,Straftaten insgesamt,6998.765
2005,"per 100,000 inhabitants",thuringia,code16,Straftaten insgesamt,6547.534
2006,"per 100,000 inhabitants",thuringia,code16,Straftaten insgesamt,6511.577
2007,"per 100,000 inhabitants",thuringia,code16,Straftaten insgesamt,6454.177
2008,"per 100,000 inhabitants",thuringia,code16,Straftaten insgesamt,6323.087
2009,"per 100,000 inhabitants",thuringia,code16,Straftaten insgesamt,6213.414
2010,"per 100,000 inhabitants",thuringia,code16,Straftaten insgesamt,6240.479
2011,"per 100,000 inhabitants",thuringia,code16,Straftaten insgesamt,6239.159
2012,"per 100,000 inhabitants",thuringia,code16,Straftaten insgesamt,6421.287
2013,"per 100,000 inhabitants",thuringia,code16,Straftaten insgesamt,6556.7
2014,"per 100,000 inhabitants",thuringia,code16,Straftaten insgesamt,6574.3
2015,"per 100,000 inhabitants",thuringia,code16,Straftaten insgesamt,6502.349
2016,"per 100,000 inhabitants",thuringia,code16,Straftaten insgesamt,6874.512
2017,"per 100,000 inhabitants",thuringia,code16,Straftaten insgesamt,6637.095
2018,"per 100,000 inhabitants",thuringia,code16,Straftaten insgesamt,6654.782
2019,"per 100,000 inhabitants",thuringia,code16,Straftaten insgesamt,6033.236
2020,"per 100,000 inhabitants",thuringia,code16,Straftaten insgesamt,6652.97
2021,"per 100,000 inhabitants",thuringia,code16,Straftaten insgesamt,6150.775
1993,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,dangerous and serious bodily injury,108.635
1994,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,dangerous and serious bodily injury,108.571
1995,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,dangerous and serious bodily injury,117.918
1996,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,dangerous and serious bodily injury,124.476
1997,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,dangerous and serious bodily injury,130.293
1998,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,dangerous and serious bodily injury,135.319
1999,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,dangerous and serious bodily injury,140.687
2000,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,dangerous and serious bodily injury,143.543
2001,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,dangerous and serious bodily injury,147.724
2002,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,dangerous and serious bodily injury,155.614
2003,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,dangerous and serious bodily injury,162.542
2004,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,dangerous and serious bodily injury,171.451
2005,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,dangerous and serious bodily injury,180.731
2006,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,dangerous and serious bodily injury,185.646
2007,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,dangerous and serious bodily injury,190.991
2008,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,dangerous and serious bodily injury,186.889
2009,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,dangerous and serious bodily injury,185.193
2010,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,dangerous and serious bodily injury,177.859
2011,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,dangerous and serious bodily injury,173.382
2012,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,dangerous and serious bodily injury,169.402
2013,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,dangerous and serious bodily injury,158.8
2014,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,dangerous and serious bodily injury,155.7
2015,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,dangerous and serious bodily injury,156.9
2016,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,dangerous and serious bodily injury,170.407
2017,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,dangerous and serious bodily injury,166.3
2018,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,dangerous and serious bodily injury,165.144
2019,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,dangerous and serious bodily injury,160.305
2020,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,dangerous and serious bodily injury,156.857
2021,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,dangerous and serious bodily injury,147.124
1993,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,fraud,653.924
1994,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,fraud,724.436
1995,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,fraud,767.389
1996,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,fraud,796.795
1997,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,fraud,822.866
1998,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,fraud,865.74
1999,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,fraud,881.271
2000,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,fraud,947.075
2001,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,fraud,973.907
2002,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,fraud,966.313
2003,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,fraud,1073.724
2004,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,fraud,1155.524
2005,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,fraud,1166.926
2006,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,fraud,1174.211
2007,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,fraud,1125.97
2008,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,fraud,1097.427
2009,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,fraud,1185.581
2010,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,fraud,1204.99
2011,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,fraud,1165.368
2012,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,fraud,1193.253
2013,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,fraud,1164.7
2014,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,fraud,1199.6
2015,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,fraud,1190.1
2016,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,fraud,1094.0
2017,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,fraud,1103.2
2018,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,fraud,1015.532
2019,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,fraud,1003.341
2020,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,fraud,971.632
2021,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,fraud,954.388
1993,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,domestic burglary,281.031
1994,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,domestic burglary,260.192
1995,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,domestic burglary,260.099
1996,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,domestic burglary,240.52
1997,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,domestic burglary,223.254
1998,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,domestic burglary,204.606
1999,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,domestic burglary,183.106
2000,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,domestic burglary,171.909
2001,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,domestic burglary,164.145
2002,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,domestic burglary,159.443
2003,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,domestic burglary,151.1
2004,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,domestic burglary,152.32
2005,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,domestic burglary,134.805
2006,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,domestic burglary,130.562
2007,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,domestic burglary,134.599
2008,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,domestic burglary,133.836
2009,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,domestic burglary,141.158
2010,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,domestic burglary,151.03
2011,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,domestic burglary,165.285
2012,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,domestic burglary,179.411
2013,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,domestic burglary,185.7
2014,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,domestic burglary,188.3
2015,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,domestic burglary,205.8
2016,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,domestic burglary,184.075
2017,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,domestic burglary,141.2
2018,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,domestic burglary,117.769
2019,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,domestic burglary,104.97
2020,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,domestic burglary,90.208
2021,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,domestic burglary,65.223
1993,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,other offences,7310.504
1994,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,other offences,6969.442
1995,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,other offences,7066.485
1996,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,other offences,7004.051
1997,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,other offences,6902.249
1998,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,other offences,6717.579
1999,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,other offences,6537.571
2000,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,other offences,6429.227
2001,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,other offences,6525.908
2002,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,other offences,6696.451
2003,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,other offences,6667.887
2004,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,other offences,6658.625
2005,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,other offences,6369.412
2006,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,other offences,6266.75
2007,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,other offences,6299.947
2008,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,other offences,6138.74
2009,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,other offences,5997.87
2010,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,other offences,5850.772
2011,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,other offences,5963.585
2012,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,other offences,5923.634
2013,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,other offences,5894.4
2014,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,other offences,5986.7
2015,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,other offences,6243.8
2016,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,other offences,6306.277
2017,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,other offences,5571.7
2018,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,other offences,5411.739
2019,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,other offences,5279.749
2020,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,other offences,5166.816
2021,"per 100,000 inhabitants",Deutschland insgesamt,Straftaten insgesamt,other offences,4903.685
