Year,Value,Units,GeoCode
2006,1902.653,inhabitants per m² settlement and transport area,
2007,1852.557,inhabitants per m² settlement and transport area,
2008,1818.021,inhabitants per m² settlement and transport area,
2009,1776.318,inhabitants per m² settlement and transport area,
2010,1747.079,inhabitants per m² settlement and transport area,
2011,1725.416,inhabitants per m² settlement and transport area,
2012,1709.028,inhabitants per m² settlement and transport area,
2013,1699.449,inhabitants per m² settlement and transport area,
2014,1641.881,inhabitants per m² settlement and transport area,
2015,1662.697,inhabitants per m² settlement and transport area,
2016,1670.329,inhabitants per m² settlement and transport area,
2017,1657.842,inhabitants per m² settlement and transport area,
2018,1645.504,inhabitants per m² settlement and transport area,
2019,1630.915,inhabitants per m² settlement and transport area,
2020,1610.46,inhabitants per m² settlement and transport area,
2000,1353.947,inhabitants per m² settlement and transport area,
2001,1306.754,inhabitants per m² settlement and transport area,
2002,1279.063,inhabitants per m² settlement and transport area,
2003,1244.72,inhabitants per m² settlement and transport area,
2004,1172.177,inhabitants per m² settlement and transport area,
2005,1111.425,inhabitants per m² settlement and transport area,
2006,1076.809,inhabitants per m² settlement and transport area,
2007,1061.502,inhabitants per m² settlement and transport area,
2008,1042.856,inhabitants per m² settlement and transport area,
2009,1029.759,inhabitants per m² settlement and transport area,
2010,1022.317,inhabitants per m² settlement and transport area,
2011,1014.032,inhabitants per m² settlement and transport area,
2012,1007.206,inhabitants per m² settlement and transport area,
2013,1000.155,inhabitants per m² settlement and transport area,
2014,993.471,inhabitants per m² settlement and transport area,
2015,996.992,inhabitants per m² settlement and transport area,
2016,992.016,inhabitants per m² settlement and transport area,
2017,985.194,inhabitants per m² settlement and transport area,
2018,978.809,inhabitants per m² settlement and transport area,
2019,970.215,inhabitants per m² settlement and transport area,
2020,963.0,inhabitants per m² settlement and transport area,
2000,1579.031,inhabitants per m² settlement and transport area,
2001,1558.982,inhabitants per m² settlement and transport area,
2002,1538.38,inhabitants per m² settlement and transport area,
2003,1515.457,inhabitants per m² settlement and transport area,
2004,1492.7,inhabitants per m² settlement and transport area,
2005,1481.586,inhabitants per m² settlement and transport area,
2006,1463.044,inhabitants per m² settlement and transport area,
2007,1443.67,inhabitants per m² settlement and transport area,
2008,1433.244,inhabitants per m² settlement and transport area,
2009,1421.931,inhabitants per m² settlement and transport area,
2010,1414.444,inhabitants per m² settlement and transport area,
2011,1403.507,inhabitants per m² settlement and transport area,
2012,1400.051,inhabitants per m² settlement and transport area,
2013,1397.802,inhabitants per m² settlement and transport area,
2014,1397.595,inhabitants per m² settlement and transport area,
2015,1404.433,inhabitants per m² settlement and transport area,
2016,1408.903,inhabitants per m² settlement and transport area,
2017,1404.366,inhabitants per m² settlement and transport area,
2018,1399.885,inhabitants per m² settlement and transport area,
2019,1398.937,inhabitants per m² settlement and transport area,
2020,1388.286,inhabitants per m² settlement and transport area,
2000,1676.592,inhabitants per m² settlement and transport area,
2001,1650.834,inhabitants per m² settlement and transport area,
2002,1620.166,inhabitants per m² settlement and transport area,
2003,1600.35,inhabitants per m² settlement and transport area,
2004,1582.45,inhabitants per m² settlement and transport area,
2005,1560.62,inhabitants per m² settlement and transport area,
2006,1538.174,inhabitants per m² settlement and transport area,
2007,1513.771,inhabitants per m² settlement and transport area,
2008,1488.876,inhabitants per m² settlement and transport area,
2009,1465.704,inhabitants per m² settlement and transport area,
2010,1441.958,inhabitants per m² settlement and transport area,
2011,1415.021,inhabitants per m² settlement and transport area,
2012,1390.413,inhabitants per m² settlement and transport area,
2013,1375.314,inhabitants per m² settlement and transport area,
2014,1346.636,inhabitants per m² settlement and transport area,
2015,1347.668,inhabitants per m² settlement and transport area,
2016,1332.26,inhabitants per m² settlement and transport area,
2017,1241.863,inhabitants per m² settlement and transport area,
2018,1129.541,inhabitants per m² settlement and transport area,
2019,1120.26,inhabitants per m² settlement and transport area,
2020,1118.474,inhabitants per m² settlement and transport area,
